reference_name,start_range,end_range,count,total_count,proportion,z_score
JYDO01000098.1,0,14000,83,3180,0.02610062893081761,8.536296043097414
JYDO01000068.1,192000,216000,93,5180,0.017953667953667953,6.888553801999232
JYDO01000035.1,138000,159000,34,7698,0.004416731618602235,5.028589913565814
JYDO01000015.1,246000,271000,104,6949,0.014966182184486976,21.602718010207294
JYDO01000132.1,80000,102000,99,3263,0.030340177750536317,13.670753767919432
JYDO01000029.1,231000,338000,37,6568,0.005633373934226553,7.314393175322733
JYDO01000022.1,239000,260000,38,8161,0.004656292121063595,5.380814648488235
JYDO01000027.1,322000,345000,47,5967,0.007876654935478464,5.744375585771386
JYDO01000069.1,170000,192000,30,3549,0.0084530853761623,5.723269420826321
JYDO01000058.1,195000,230000,53,4994,0.010612735282338807,7.2545034502678805
JYDO01000041.1,250000,280000,1969,42299,0.046549563819475635,7.313979204825201
JYDO01000072.1,0,17000,180,4711,0.0382084483124602,5.696199291327504
JYDO01000006.1,71000,94000,81,17868,0.004533243787777031,6.282844114142412
JYDO01000043.1,236000,258000,219,5286,0.041430192962542564,20.942283815250033
JYDO01000027.1,312000,341000,202,5967,0.03385285738226915,26.674575567027695
JYDO01000186.1,22000,44000,675,4626,0.14591439688715954,15.72998557501426
JYDO01000059.1,179000,200000,34,4821,0.007052478738850861,5.9193549952379465
JYDO01000116.1,0,14000,97,3125,0.03104,5.467739697500402
JYDO01000130.1,40000,85000,38,2700,0.014074074074074074,5.343230775562277
JYDO01000021.1,184000,208000,48,6137,0.007821411112921624,8.961311650616082
JYDO01000084.1,120000,143000,31,3636,0.008525852585258526,5.373461851788735
JYDO01000055.1,174000,197000,47,4745,0.009905163329820865,6.142496661779865
JYDO01000077.1,168000,190000,27,3384,0.007978723404255319,5.008256081066615
JYDO01000071.1,62000,83000,38,4092,0.009286412512218964,5.534192987556705
JYDO01000004.1,344000,368000,77,18433,0.004177290728584603,5.809730852122867
JYDO01000017.1,315000,336000,87,8976,0.009692513368983958,7.21003822774525
JYDO01000006.1,627000,649000,137,17868,0.00766733825833893,10.955653475647882
JYDO01000023.1,338000,362000,142,9895,0.014350682162708439,7.558818271614495
JYDO01000023.1,331000,360000,115,9895,0.011622031328954016,6.056303954984712
JYDO01000050.1,74000,95000,101,7156,0.014114030184460592,6.061748422128439
JYDO01000088.1,0,20000,45,3183,0.01413760603204524,7.75611631907245
JYDO01000014.1,433000,456000,50,10340,0.004835589941972921,5.240224553878332
JYDO01000090.1,86000,107000,177,4319,0.040981708728872426,10.577226517490415
JYDO01000148.1,0,21000,75,3200,0.0234375,5.74971688217912
JYDO01000106.1,101000,122000,222,3375,0.06577777777777778,16.683230607581294
JYDO01000068.1,190000,213000,185,5180,0.03571428571428571,14.160171786258879
JYDO01000003.1,140000,163000,165,17741,0.009300490389493264,23.11077373171891
JYDO01000051.1,124000,145000,176,4666,0.03771967423917703,25.9117809298758
JYDO01000093.1,82000,105000,36,3413,0.01054790506885438,5.37389997562754
JYDO01000072.1,0,21000,323,4711,0.06856293780513692,10.385139831164901
JYDO01000053.1,0,15000,32,5422,0.005901881224640354,5.299799133670475
JYDO01000016.1,328000,377000,69,9681,0.007127362875735978,8.385756799843373
JYDO01000042.1,113000,138000,62,6968,0.008897818599311137,7.6688784867531945
JYDO01000050.1,81000,102000,342,7156,0.04779206260480715,21.44573320057266
JYDO01000125.1,92000,113000,30,2909,0.010312822275696116,5.323368096919783
JYDO01000022.1,0,11000,38,8161,0.004656292121063595,5.380814648488235
JYDO01000039.1,161000,185000,265,9666,0.027415683840264847,6.237983773155333
JYDO01000016.1,324000,346000,51,9681,0.005268050821196158,6.019273747638517
JYDO01000076.1,0,19000,49,4504,0.010879218472468916,7.478522847196455
JYDO01000024.1,292000,314000,79,7513,0.010515107147610808,11.569579052073154
JYDO01000097.1,0,15000,26,3160,0.008227848101265823,5.287901846640063
JYDO01000004.1,539000,565000,105,18433,0.005696305538979005,8.078087531870887
JYDO01000015.1,276000,313000,28,6949,0.004029356741977263,5.188316670773951
JYDO01000012.1,445000,496000,59,9369,0.006297363646066816,7.520272459288257
JYDO01000038.1,113000,135000,108,7463,0.014471392201527536,12.337554483812182
JYDO01000010.1,337000,361000,438,9840,0.04451219512195122,37.027451837382
JYDO01000085.1,100000,122000,32,3496,0.009153318077803204,5.614276299658
JYDO01000054.1,0,15000,63,4579,0.013758462546407512,11.61924949203295
JYDO01000067.1,0,26000,173,6375,0.027137254901960783,8.156184715345427
JYDO01000086.1,65000,87000,58,2738,0.021183345507669833,10.533690473788461
JYDO01000008.1,574000,596000,32,12151,0.002633528104682742,5.792864952184358
JYDO01000046.1,0,20000,32,5232,0.0061162079510703364,5.2866022142496085
JYDO01000098.1,140000,165000,53,3180,0.016666666666666666,5.251772685334467
JYDO01000037.1,178000,200000,34,6041,0.005628207250455223,6.3248811438715276
JYDO01000132.1,81000,102000,44,3263,0.013484523444682808,5.622438930716627
JYDO01000029.1,10000,32000,27,6568,0.004110840438489647,5.061755202378092
JYDO01000071.1,101000,201000,56,4092,0.013685239491691105,8.544312738614721
JYDO01000123.1,116000,140000,59,3617,0.01631186065800387,7.1836921865171615
JYDO01000010.1,342000,364000,92,9840,0.00934959349593496,7.467569954555097
JYDO01000072.1,0,22000,549,4711,0.11653576735300361,17.795633271747082
JYDO01000002.1,32000,54000,160,19043,0.008402037494092317,16.007497268362272
JYDO01000046.1,0,22000,37,5232,0.007071865443425076,6.254574079214189
JYDO01000091.1,156000,178000,217,4987,0.043513134148786846,7.922345990876345
JYDO01000036.1,219000,242000,255,6172,0.04131561892417369,21.629809066100933
JYDO01000035.1,132000,154000,51,7698,0.006625097427903352,8.018228516336118
JYDO01000012.1,442000,465000,62,9369,0.006617568577222756,7.935964155250178
JYDO01000056.1,159000,181000,90,6025,0.014937759336099586,13.285121077758465
JYDO01000020.1,220000,241000,26,6826,0.003808965719308526,5.138097283077172
JYDO01000024.1,260000,282000,86,7513,0.011446825502462399,12.662440073545532
JYDO01000159.1,0,33000,126,2961,0.0425531914893617,9.672893795149355
JYDO01000042.1,113000,137000,73,6968,0.01047646383467279,9.157275593246782
JYDO01000082.1,112000,134000,159,3753,0.042366107114308556,15.648683252026059
JYDO01000032.1,166000,189000,131,8838,0.01482235799954741,6.828027734904401
JYDO01000015.1,277000,313000,30,6949,0.004317167937832781,5.620274600759039
JYDO01000031.1,0,65000,184,8108,0.022693635915145536,18.51722927241074
JYDO01000006.1,621000,671000,106,17868,0.0059323931049921645,8.368919721957354
JYDO01000116.1,0,13000,295,3125,0.0944,17.30868156209819
JYDO01000045.1,142000,166000,43,4226,0.010175106483672503,7.331282358853177
