reference_name,start_range,end_range,count,total_count,proportion,z_score
NW_019392691.1,840000,861000,84,3354,0.025044722719141325,5.0162829246108425
NW_019394219.1,2088000,2109000,83,7623,0.010888101797192707,6.2849527735957285
NW_019394219.1,6304000,6325000,75,7623,0.009838646202282565,5.607767820349787
NW_019392721.1,835000,857000,78,5467,0.014267422718126943,6.526454000934835
NW_019392709.1,1546000,1567000,66,2963,0.022274721565980427,6.029128148496914
NW_019392641.1,2662000,2684000,60,2926,0.02050580997949419,6.235940634286046
NW_019392801.1,263000,289000,80,1869,0.042803638309256285,6.658605583495344
NW_019392685.1,348000,378000,53,2550,0.020784313725490194,5.329004912154888
NW_019392955.1,37000,58000,166,2556,0.0649452269170579,7.494303192853365
NW_019942502.1,1176000,1198000,67,3065,0.021859706362153345,5.90018318159282
NW_019392813.1,4328000,4349000,77,8495,0.009064155385520894,5.717008684079371
NW_019392794.1,1398000,1419000,106,3150,0.03365079365079365,6.557603943443015
NW_019392673.1,2212000,2246000,94,6514,0.014430457476205097,7.314044533862968
NW_019392800.1,1049000,1074000,152,1684,0.09026128266033254,6.057205778782966
NW_019392979.1,1046000,1067000,58,2210,0.026244343891402715,5.813715719155913
NW_019392633.1,1517000,1539000,69,4046,0.017053880375679682,5.088718390545503
NW_019392730.1,1545000,1566000,84,4338,0.019363762102351315,5.859988310642401
NW_019392682.1,980000,1001000,74,3558,0.020798201236649803,6.559755515602018
NW_019392999.1,276000,297000,62,1434,0.043235704323570434,6.001294904928506
NW_019392664.1,599000,621000,70,5391,0.012984603969578928,6.0041247787193806
NW_019392868.1,110000,132000,420,2226,0.18867924528301888,12.931390487308692
NW_019392637.1,2031000,2146000,155,7263,0.02134104364587636,5.686367080618856
NW_019392656.1,1220000,1242000,65,6057,0.010731385174178636,5.171557115175473
NW_019392657.1,1580000,1612000,69,3982,0.017327975891511804,5.661527360770555
NW_019392668.1,203000,225000,78,2499,0.031212484993997598,6.4118878797894805
NW_019392875.1,1543000,1564000,82,5232,0.015672782874617736,6.37976091388046
NW_019392679.1,787000,808000,76,4631,0.016411142301878644,6.4178662305900795
NW_019392801.1,256000,278000,96,1869,0.051364365971107544,8.130071058574659
NW_019392663.1,371000,393000,70,1896,0.03691983122362869,5.478187440589492
NW_019392794.1,2000,26000,118,3150,0.03746031746031746,7.372955485502717
NW_019942502.1,0,24000,59,3065,0.019249592169657423,5.102874837961434
NW_019392716.1,1287000,1308000,66,2989,0.022080963532954166,5.044990711797877
NW_019392842.1,588000,609000,74,2087,0.03545759463344514,5.35894104023496
NW_019392800.1,1048000,1073000,216,1684,0.12826603325415678,8.788826680202051
NW_019392673.1,3308000,3329000,74,6514,0.011360147374884864,5.596113537557512
NW_019392826.1,1031000,1052000,63,1724,0.03654292343387471,6.599086493367082
NW_019392691.1,1003000,1025000,145,3354,0.043231961836613,9.084265965930598
NW_019392793.1,438000,459000,82,1861,0.04406233207952714,5.12530916492588
NW_019392716.1,1887000,1908000,80,2989,0.026764804282368684,6.2871768828628305
NW_019392723.1,2353000,2375000,101,5149,0.01961545931248786,7.209138227841193
NW_019392774.1,408000,430000,125,2610,0.04789272030651341,5.3265436291046315
NW_019392659.1,1252000,1273000,64,4811,0.013302847640823113,5.124232942351431
NW_019392782.1,302000,323000,96,3106,0.030907920154539602,5.38216571194603
NW_019392833.1,830000,852000,77,1961,0.03926568077511474,5.827377251071598
NW_019392667.1,259000,280000,81,5311,0.015251365091319902,5.320503320688712
NW_019392653.1,128000,149000,135,4434,0.030446549391069014,8.349260916058851
NW_019393011.1,736000,758000,64,4974,0.012866907921190189,5.600069636311057
NW_019392695.1,939000,961000,47,2553,0.018409714061887975,5.702163603492845
NW_019392721.1,818000,841000,92,5467,0.016828242180354856,7.8294649343178175
NW_019394223.1,335000,357000,76,2062,0.03685741998060136,6.1775879500369
NW_019394230.1,655000,678000,140,3522,0.039750141964792735,7.270432793252176
NW_019392637.1,2035000,2147000,225,7263,0.030978934324659233,8.44875866625195
NW_019392836.1,1194000,1215000,67,2598,0.025789068514241724,5.059108943645343
NW_019392767.1,806000,829000,67,1304,0.05138036809815951,5.330172365634617
NW_019392742.1,1033000,1055000,77,4214,0.018272425249169437,6.244678288031883
NW_019392636.1,626000,647000,71,2011,0.035305818000994534,5.394631555173048
NW_019392738.1,1767000,1789000,76,3638,0.020890599230346345,7.306958008189818
NW_019392730.1,2423000,2444000,82,4338,0.018902720147533424,5.703604422916193
NW_019392783.1,103000,124000,66,2484,0.026570048309178744,5.057723219678842
NW_019392716.1,1214000,1235000,70,2989,0.0234192037470726,5.399901046387864
NW_019392875.1,1330000,1351000,72,5232,0.013761467889908258,5.502298316891479
NW_019392670.1,0,20000,76,2672,0.02844311377245509,6.359334558540494
NW_019392879.1,294000,315000,71,1246,0.05698234349919743,5.22067356951396
NW_019392849.1,1226000,1247000,79,1497,0.052772211088844355,6.493401661052779
NW_019392754.1,2716000,2737000,58,7278,0.007969222313822478,5.5194083571498584
NW_019392631.1,1425000,1446000,62,2512,0.024681528662420384,5.133998339357271
NW_019392746.1,2406000,2427000,74,2656,0.02786144578313253,5.574125073209964
NW_019392741.1,137000,159000,391,2507,0.1559633027522936,13.518517232681054
NW_019394229.1,904000,925000,83,2028,0.040927021696252466,5.940973557298849
NW_019392662.1,1027000,1048000,70,2000,0.035,5.349624132432217
NW_019392979.1,577000,601000,52,2210,0.023529411764705882,5.127073993413082
NW_019392731.1,3454000,3475000,108,4935,0.02188449848024316,6.320997233839466
NW_019392699.1,960000,981000,67,1864,0.03594420600858369,5.698916021287663
NW_019392679.1,3051000,3072000,63,4631,0.013603973223925718,5.1857674828633975
NW_019392646.1,43000,65000,90,2224,0.040467625899280574,6.211929915089269
NW_019392719.1,0,18000,68,2333,0.02914702100300043,5.54984551840656
NW_019392663.1,371000,392000,68,1896,0.035864978902953586,5.300461479604239
NW_019392979.1,875000,896000,53,2210,0.02398190045248869,5.241514281036887
NW_019394207.1,674000,695000,140,1475,0.09491525423728814,7.197025743815952
NW_019392732.1,1609000,1630000,76,2809,0.027055891776432896,6.635011560950929
NW_019392639.1,905000,927000,72,3477,0.02070750647109577,6.947839109487279
NW_019392685.1,773000,794000,52,2550,0.0203921568627451,5.212745214353249
NW_019392665.1,563000,584000,71,7293,0.009735362676539147,7.296508735383443
NW_019392735.1,516000,538000,85,1569,0.05417463352453792,7.475913060725183
NW_019392635.1,951000,976000,69,3063,0.022526934378060724,5.79745974424527
NW_019392720.1,896000,918000,85,1740,0.04885057471264368,6.754136429427924
NW_019392780.1,588000,609000,58,1535,0.03778501628664495,5.06132807288924
NW_019392754.1,3583000,3605000,92,7278,0.012640835394339104,9.218121994810296
NW_019392887.1,213000,235000,108,1477,0.07312119160460392,6.950164554727499
NW_019393011.1,1348000,1370000,62,4974,0.012464817048652996,5.399800092278104
NW_019392709.1,1500000,1539000,65,2963,0.021937225784677692,5.926420724828482
NW_019392754.1,1542000,1564000,80,7278,0.010992030777686177,7.912693652106613
NW_019392731.1,3455000,3480000,211,4935,0.04275582573454914,12.925268924119269
NW_019392733.1,3354000,3379000,100,3608,0.02771618625277162,7.240577168567324
NW_019392664.1,1706000,1728000,73,5391,0.013541086996846596,6.295148101286624
NW_019392690.1,2792000,2818000,109,4414,0.024694154961486182,8.424374719917868
NW_019392786.1,486000,507000,53,2195,0.024145785876993165,5.148793808078251
NW_019392818.1,385000,407000,88,1329,0.06621519939804364,5.808228801124487
NW_019392695.1,246000,267000,43,2553,0.016842929886408148,5.1429678886191725
NW_019392667.1,2739000,2760000,78,5311,0.014686499717567313,5.0946349694924455
NW_019392738.1,1145000,1166000,55,3638,0.015118196811434854,5.078795595237454
NW_019394219.1,1366000,1387000,78,7623,0.01023219205037387,5.861712177817015
NW_019392677.1,1563000,1585000,65,6044,0.010754467240238253,5.797639948890235
NW_019392637.1,2037000,2150000,435,7263,0.05989260636100785,16.73593342315123
NW_019392735.1,1278000,1301000,69,1569,0.04397705544933078,5.9294325587588235
NW_019393086.1,74000,95000,69,2668,0.02586206896551724,5.341103652759445
NW_019392763.1,890000,911000,79,2736,0.02887426900584795,7.746101409361467
NW_019392725.1,458000,479000,52,1767,0.02942840973401245,5.031431254391834
NW_019392726.1,191000,213000,63,1367,0.046086320409656184,6.719681059011847
NW_019392705.1,998000,1020000,73,2935,0.024872231686541738,5.329702031402758
NW_019392725.1,313000,334000,79,1767,0.04470854555744199,8.049229735272563
NW_019392864.1,560000,582000,56,1395,0.04014336917562724,6.309738384880402
NW_019392639.1,1369000,1390000,54,3477,0.015530629853321829,5.016128787279053
NW_019392671.1,2917000,2943000,133,3128,0.04251918158567775,9.525336594961411
NW_019392632.1,478000,499000,76,2460,0.030894308943089432,5.017981418225716
NW_019392664.1,67000,89000,66,5391,0.012242626599888704,5.616093681963056
NW_019392732.1,432000,453000,60,2809,0.02135991456034176,5.085889445427943
NW_019392656.1,2418000,2439000,64,6057,0.010566286940729735,5.080514647499197
NW_019392874.1,186000,208000,63,1434,0.043933054393305436,5.153165570703803
NW_019392763.1,1676000,1698000,72,2736,0.02631578947368421,6.990910464159096
NW_019392830.1,35000,57000,88,1478,0.05953991880920163,7.600132140104283
NW_019392649.1,765000,786000,73,4249,0.017180513061896916,5.828344252039101
NW_019392656.1,3531000,3552000,80,6057,0.013207858675912168,6.537194130319598
NW_019392774.1,527000,548000,190,2610,0.07279693486590039,8.40214940479322
NW_019392846.1,1019000,1040000,64,2295,0.027886710239651415,5.04367603665673
NW_019392841.1,324000,346000,78,1475,0.05288135593220339,5.582196091063951
NW_019392702.1,737000,759000,89,2760,0.0322463768115942,5.1919916931934615
NW_019392796.1,1035000,1057000,78,1517,0.051417270929466054,5.079752411631178
NW_019392795.1,1109000,1130000,74,3086,0.023979261179520414,6.777645411369958
NW_019392637.1,2039000,2060000,181,7263,0.024920831612281428,6.712398240996862
NW_019394226.1,1145000,1166000,68,2585,0.02630560928433269,5.79574572529811
NW_019392677.1,2120000,2142000,76,6044,0.01257445400397088,6.905134827367169
NW_019392813.1,1441000,1462000,199,8495,0.02342554443790465,15.840883177668822
NW_019392642.1,967000,988000,70,3473,0.020155485171321624,6.038999068148818
NW_019392993.1,2600000,2622000,76,5897,0.01288790910632525,5.699346745261647
NW_019392701.1,1488000,1509000,207,2245,0.09220489977728286,11.882685761175678
NW_019394214.1,203000,224000,58,1647,0.035215543412264724,5.421339559563489
NW_019392659.1,700000,721000,68,4811,0.014134275618374558,5.49477626753501
NW_019392680.1,4000,26000,67,2772,0.024170274170274172,5.426521406479851
NW_019392904.1,227000,248000,58,2648,0.02190332326283988,5.342936462278119
NW_019394178.1,1362000,1384000,72,2294,0.03138622493461203,5.405789130985973
NW_019392686.1,1533000,1554000,84,4321,0.01943994445730155,6.6277114913373705
NW_019394230.1,655000,676000,251,3522,0.07126632595116411,13.449365477704825
NW_019392688.1,1243000,1264000,75,7972,0.009407927747114903,5.412345163789628
NW_019392764.1,492000,513000,289,4716,0.06128074639525021,13.093885498120821
NW_019392776.1,738000,759000,58,1648,0.03519417475728155,5.781676096191821
NW_019392688.1,1493000,1514000,91,7972,0.01141495233316608,6.732225541954508
NW_019392798.1,236000,263000,280,1874,0.14941302027748132,11.1095904295161
NW_019392634.1,1569000,1591000,80,3511,0.02278553118769581,5.112061466597952
NW_019392773.1,123000,146000,83,2095,0.039618138424821,5.891330723917166
NW_019392691.1,1014000,1036000,93,3354,0.027728085867620753,5.616477143821954
NW_019392806.1,935000,958000,257,2835,0.09065255731922399,7.75926906747994
NW_019392665.1,928000,949000,60,7293,0.008227067050596462,6.05550537892819
NW_019392677.1,3903000,3924000,60,6044,0.009927200529450696,5.294233185946174
NW_019392922.1,161000,189000,78,2693,0.028963980690679538,6.846918537225483
NW_019392702.1,1738000,1760000,102,2760,0.03695652173913044,6.0508829961010955
NW_019392657.1,1579000,1611000,78,3982,0.019588146659969864,6.4954783937138325
NW_019392789.1,281000,303000,81,2310,0.03506493506493506,5.534773381767657
NW_019392667.1,902000,926000,80,5311,0.015063076633402372,5.245213870289956
NW_019392721.1,1864000,1886000,83,5467,0.015182001097494055,6.991815048571614
NW_019392677.1,2472000,2493000,74,6044,0.012243547319655858,6.7037721221895445
NW_019392786.1,420000,442000,62,2195,0.02824601366742597,6.168198932311464
NW_019392674.1,1257000,1278000,98,3739,0.026210216635464027,6.727315428729191
NW_019392785.1,391000,413000,49,3917,0.012509573653306101,5.187611121969351
NW_019392846.1,68000,90000,69,2295,0.030065359477124184,5.497047611370968
NW_019392905.1,575000,596000,97,1423,0.06816584680252986,5.983984823544252
NW_019392732.1,844000,865000,63,2809,0.022427910288358846,5.376349842088503
NW_019392764.1,497000,518000,241,4716,0.051102629346904155,10.835162112124324
NW_019392659.1,2064000,2086000,63,4811,0.013094990646435253,5.031597111055536
NW_019392712.1,1358000,1380000,68,2449,0.027766435279706004,5.355904642829427
NW_019392665.1,3013000,3034000,62,7293,0.008501302618949678,6.2811423528291455
NW_019394219.1,5345000,5366000,74,7623,0.009707464252918798,5.5231197011940445
NW_019392669.1,1174000,1195000,82,2709,0.030269472129937247,5.469638546380588
NW_019394223.1,424000,446000,65,2062,0.03152279340446169,5.160238885146449
NW_019392682.1,396000,418000,62,3558,0.017425519955030916,5.362092984269967
NW_019392665.1,3382000,3403000,57,7293,0.00781571369806664,5.717049918076758
NW_019394178.1,1292000,1314000,117,2294,0.05100261551874455,9.214754376528004
NW_019392664.1,2187000,2209000,78,5391,0.014468558708959377,6.78018697223203
NW_019392760.1,1121000,1142000,57,1419,0.040169133192389,5.013252876802612
NW_019392681.1,1133000,1156000,134,3032,0.044195250659630606,9.661519338404355
NW_019392686.1,394000,415000,76,4321,0.017588521175653783,5.925846750861574
NW_019392640.1,1981000,2024000,84,4068,0.02064896755162242,5.581299364259846
NW_019392658.1,301000,329000,110,2467,0.04458856911228212,7.294832237199883
