reference_name,start_range,end_range,count,total_count,proportion,z_score
KQ034405.1,38000,64000,55,357,0.15406162464985995,5.544318239433882
KQ034128.1,203000,225000,337,1895,0.17783641160949867,8.755891448792545
KQ034076.1,199000,221000,122,1671,0.07301017354877319,6.511657238998942
KQ034187.1,106000,128000,114,673,0.16939078751857356,5.411576733729627
KQ034139.1,1122000,1189000,86,993,0.0866062437059416,5.626048933125059
KQ034057.1,4171000,4205000,101,4969,0.02032602133226001,5.725800924908439
KQ034057.1,8812000,8836000,119,4969,0.02394848057959348,6.869955259925277
KQ035803.1,0,16000,453,1251,0.36211031175059955,5.333350277683836
KQ034278.1,429000,450000,94,1274,0.07378335949764521,5.30174313199732
KQ034237.1,584000,642000,264,746,0.353887399463807,6.6328301915925145
KQ034101.1,1907000,1929000,104,1282,0.0811232449297972,5.159691226902231
KQ034097.1,170000,202000,116,1425,0.08140350877192983,6.781845396579687
KQ034100.1,1381000,1410000,102,965,0.10569948186528498,6.189536376261353
KQ034294.1,11000,34000,115,608,0.18914473684210525,5.764381317978774
KQ034075.1,1138000,1173000,75,1877,0.03995737879595099,5.691997431055521
KQ034171.1,662000,683000,151,869,0.17376294591484465,5.174222288696751
KQ034231.1,995000,1018000,122,828,0.1473429951690821,6.267276022808696
KQ034091.1,2296000,2319000,125,1026,0.12183235867446393,6.760244408811842
KQ034096.1,1712000,1733000,94,2441,0.03850880786562884,5.034144398371787
KQ034240.1,344000,430000,179,2130,0.084037558685446,5.144086879310838
KQ034057.1,8813000,8837000,117,4969,0.02354598510766754,6.742827000478962
KQ034289.1,641000,663000,68,276,0.2463768115942029,5.55558436562766
KQ034070.1,3017000,3039000,115,2038,0.056427870461236505,5.3072613310618895
KQ034090.1,849000,875000,102,1127,0.09050576752440107,6.3168624418055765
KQ034234.1,326000,349000,94,747,0.12583668005354753,5.113976815898862
KQ034164.1,653000,676000,109,1548,0.07041343669250646,5.240582716872933
KQ034117.1,1395000,1418000,92,775,0.11870967741935484,5.090124423970482
KQ035058.1,3000,25000,274,442,0.6199095022624435,6.033735715607586
KQ034162.1,636000,657000,120,939,0.12779552715654952,6.616027765705215
KQ034065.1,2753000,2775000,62,1215,0.05102880658436214,5.947861309327117
KQ034061.1,3666000,3687000,91,1862,0.04887218045112782,5.316809822023236
KQ034067.1,1459000,1480000,104,1781,0.058394160583941604,5.678847039059786
KQ034160.1,658000,684000,66,832,0.07932692307692307,5.180894973724364
KQ034856.1,23000,53000,46,235,0.19574468085106383,5.451570345096595
KQ034060.1,4674000,4698000,90,1739,0.051753881541115584,5.239541376732551
KQ034395.1,124000,152000,96,384,0.25,5.330669427177702
KQ034098.1,1789000,1822000,83,1629,0.050951503990178025,5.353807534258441
KQ034089.1,401000,429000,82,1258,0.06518282988871224,5.478087758840659
KQ034186.1,45000,67000,101,858,0.11771561771561771,5.728966460435492
KQ034086.1,1772000,1798000,109,1688,0.06457345971563981,5.964428874639157
KQ034297.1,719000,741000,84,852,0.09859154929577464,5.548803449913968
KQ034338.1,658000,680000,90,490,0.1836734693877551,5.283639569705253
KQ034238.1,708000,730000,155,1991,0.077850326469111,7.037788165014975
KQ034137.1,372000,396000,80,546,0.14652014652014653,5.0866316572094865
KQ034188.1,14000,42000,169,1792,0.09430803571428571,5.918168794556964
KQ034082.1,557000,593000,113,2477,0.045619701251513926,6.159580067618376
KQ034148.1,1048000,1079000,92,739,0.12449255751014884,5.56610143365774
KQ034169.1,1245000,1267000,123,719,0.17107093184979139,6.048438170664313
KQ035517.1,0,35000,106,728,0.14560439560439561,5.941632819938271
KQ034820.1,51000,80000,61,835,0.07305389221556886,6.402415600383551
KQ034269.1,0,14000,150,529,0.2835538752362949,5.39469848844987
