reference_name,start_range,end_range,count,total_count,proportion,z_score
NC_051168.1,12225000,12248000,54,40960,0.001318359375,6.162162657100744
NC_051172.1,22081000,22107000,67,17532,0.0038215833903718914,16.193724542451232
NC_051165.1,200656000,200678000,42,53899,0.0007792352362752555,15.341299278195862
NC_051165.1,151004000,151025000,18,53899,0.000333957958403681,5.944327916207456
NC_051165.1,312765000,312788000,25,53899,0.0004638304977828902,8.685111230120743
NC_051173.1,155082000,155109000,53,24666,0.002148706721803292,6.493677196662332
NC_051171.1,117382000,117404000,26,30793,0.0008443477413697918,5.2369452031143915
NC_051168.1,143318000,143355000,52,40960,0.00126953125,5.919900475042132
NC_051167.1,27889000,27910000,40,47714,0.0008383283732237918,5.369058967949998
NC_051169.1,30801000,30822000,21,34533,0.00060811397793415,5.869122292607521
NC_051165.1,17253000,17277000,17,53899,0.00031540473849236533,5.5527874427912725
NC_051171.1,52633000,52660000,31,30793,0.0010067223070178287,6.383218049553289
NC_051167.1,27888000,27909000,39,47714,0.000817370163893197,5.22344970245811
NC_051167.1,231856000,231878000,43,47714,0.0009012030012155762,5.805886764425664
NC_051174.1,24535000,24574000,130,32036,0.004057934823323761,5.336082481257074
NC_051175.1,33708000,33729000,35,20168,0.0017354224514081714,9.119112409586979
NC_051167.1,17998000,18025000,164,47714,0.0034371463302175463,23.42460788894416
NC_051167.1,41786000,41810000,110,47714,0.0023054030263654273,15.561707552382185
NC_051165.1,207188000,207210000,20,53899,0.00037106439822631217,6.727408863039824
NC_051171.1,52632000,52654000,34,30793,0.0011041470464066509,7.070981757416626
NC_051174.1,24535000,24576000,281,32036,0.00877138219503059,11.719790918249439
NC_051167.1,17999000,18026000,257,47714,0.0053862597979628625,36.96626957968978
NC_051166.1,68819000,68852000,567,28997,0.01955374693933855,34.58682728873301
NC_051175.1,35104000,35126000,21,20168,0.0010412534708449028,5.139929113452601
NC_051169.1,45034000,45098000,19,34533,0.0005501983609880405,5.221933461164361
NC_051172.1,22084000,22106000,64,17532,0.003650467716176135,15.438678780797071
NC_051165.1,142978000,143017000,36,53899,0.000667915916807362,12.99205643769876
NC_051165.1,31036000,31062000,17,53899,0.00031540473849236533,5.5527874427912725
NC_051165.1,73409000,73444000,17,53899,0.00031540473849236533,5.5527874427912725
NC_051173.1,112619000,112647000,177,24666,0.007175869618097786,22.72721191314346
NC_051166.1,68777000,68851000,87,28997,0.0030003103769355452,5.118830480694697
NC_051165.1,259204000,259229000,17,53899,0.00031540473849236533,5.5527874427912725
NC_051167.1,27889000,27912000,125,47714,0.002619776166324349,17.74584653476051
NC_051165.1,315199000,315221000,27,53899,0.0005009369376055214,9.468192176953108
NC_051165.1,280444000,280469000,17,53899,0.00031540473849236533,5.5527874427912725
NC_051169.1,134758000,134822000,20,34533,0.0005791561694610952,5.5455278768859415
NC_051173.1,142625000,142647000,84,24666,0.0034054974458769156,10.552060875782614
NC_051170.1,155259000,155289000,35,32712,0.001069943751528491,8.676662791744308
NC_051172.1,136779000,136807000,39,17532,0.0022245037645448325,9.146630767012416
NC_051170.1,86822000,86844000,35,32712,0.001069943751528491,8.676662791744308
NC_051169.1,2003000,2028000,20,34533,0.0005791561694610952,5.5455278768859415
NC_051172.1,22082000,22107000,63,17532,0.003593429158110883,15.186996860245685
NC_051168.1,143317000,143343000,48,40960,0.001171875,5.435376110924908
NC_051172.1,136773000,136799000,31,17532,0.0017681953000228154,7.133175402601326
NC_051167.1,69176000,69199000,43,47714,0.0009012030012155762,5.805886764425664
NC_051172.1,22083000,22106000,34,17532,0.0019393109742185718,7.8882211642554845
NC_051170.1,133939000,133964000,22,32712,0.0006725360723893372,5.148799947168103
NC_051168.1,143315000,143354000,254,40960,0.006201171875,30.388380862961927
NC_051170.1,146995000,147019000,27,32712,0.0008253851797505503,6.505670272005105
NC_051173.1,112620000,112646000,143,24666,0.005797453985242844,18.27608142636638
NC_051165.1,54773000,54796000,20,53899,0.00037106439822631217,6.727408863039824
NC_051166.1,108693000,108732000,181,28997,0.0062420250370728006,10.889646522268867
NC_051167.1,229722000,229745000,265,47714,0.00555392547260762,38.13114370362488
NC_051168.1,143316000,143355000,235,40960,0.0057373046875,28.086890133405113
NC_051173.1,142625000,142650000,168,24666,0.006810994891753831,21.548971490173056
NC_051175.1,33096000,33117000,26,20168,0.001289170963903213,6.561066004929164
NC_051168.1,28371000,28475000,91,40960,0.0022216796875,10.644013025185062
NC_051172.1,22082000,22104000,42,17532,0.0023956194387405884,9.901676528666574
NC_051171.1,17287000,17313000,26,30793,0.0008443477413697918,5.2369452031143915
NC_051165.1,133544000,133568000,16,53899,0.00029685151858104973,5.161246969375089
NC_051165.1,73411000,73433000,17,53899,0.00031540473849236533,5.5527874427912725
NC_051171.1,175418000,175441000,78,30793,0.0025330432241093756,17.15818280607892
NC_051165.1,301688000,301713000,17,53899,0.00031540473849236533,5.5527874427912725
