reference_name,start_range,end_range,count,total_count,proportion,z_score
OW818031.2,122669000,122691000,6,1859,0.0032275416890801506,5.488877463521428
OW818029.2,167984000,168005000,6,1954,0.0030706243602865915,5.038784798834344
OW818031.2,36218000,36240000,7,1859,0.0037654653039268424,6.734360644530471
OW818029.2,157338000,157360000,6,1954,0.0030706243602865915,5.038784798834344
OW818029.2,117282000,117303000,6,1954,0.0030706243602865915,5.038784798834344
OW818029.2,12596000,12620000,6,1954,0.0030706243602865915,5.038784798834344
OW818031.2,105484000,105506000,8,1859,0.004303388918773534,7.979843825539514
OW818031.2,93913000,93934000,6,1859,0.0032275416890801506,5.488877463521428
OW818030.2,76845000,76866000,6,1585,0.0037854889589905363,6.046687861637868
OW818031.2,25332000,25353000,6,1859,0.0032275416890801506,5.488877463521428
OW818029.2,36849000,36875000,6,1954,0.0030706243602865915,5.038784798834344
OW818029.2,121612000,121634000,8,1954,0.0040941658137154556,7.334126166858694
OW818030.2,5358000,5382000,7,1585,0.004416403785488959,7.403918608966779
OW818029.2,23988000,24012000,6,1954,0.0030706243602865915,5.038784798834344
OW818030.2,15886000,15914000,6,1585,0.0037854889589905363,6.046687861637868
OW818031.2,26555000,26579000,6,1859,0.0032275416890801506,5.488877463521428
OW818029.2,48495000,48516000,6,1954,0.0030706243602865915,5.038784798834344
OW818029.2,164196000,164217000,6,1954,0.0030706243602865915,5.038784798834344
OW818030.2,138513000,138535000,6,1585,0.0037854889589905363,6.046687861637868
OW818029.2,69302000,69323000,6,1954,0.0030706243602865915,5.038784798834344
OW818033.2,112356000,112378000,6,1507,0.003981420039814201,6.0256753887829975
