reference_name,start_range,end_range,count,total_count,proportion,z_score
JYDK01000130.1,71000,93000,150,441,0.3401360544217687,5.167478516456567
JYDK01000011.1,364000,388000,96,285,0.3368421052631579,5.5151238518872
JYDK01000322.1,7000,29000,353,6602,0.053468645864889426,5.9368447218817195
JYDK01000021.1,0,12000,87,141,0.6170212765957447,5.821584989794709
JYDK01000003.1,763000,785000,80,618,0.12944983818770225,6.96622963462628
JYDK01000022.1,289000,310000,81,222,0.36486486486486486,5.686588208097081
JYDK01000024.1,291000,316000,62,191,0.32460732984293195,6.299570026348901
JYDK01000042.1,196000,217000,147,231,0.6363636363636364,6.117431762688221
JYDK01000013.1,58000,133000,116,268,0.43283582089552236,6.185684217341956
JYDK01000001.1,191000,214000,76,447,0.17002237136465326,5.282362546660152
JYDK01000028.1,107000,130000,52,184,0.2826086956521739,6.488408844449644
JYDK01000004.1,94000,118000,124,344,0.36046511627906974,8.76727490552383
JYDK01000031.1,132000,179000,36,104,0.34615384615384615,5.1852156749419835
JYDK01000002.1,246000,269000,92,361,0.2548476454293629,6.256791928826855
JYDK01000048.1,117000,147000,80,188,0.425531914893617,6.200627010811923
JYDK01000005.1,69000,93000,135,524,0.25763358778625955,9.084513403588158
JYDK01000002.1,249000,271000,80,361,0.22160664819944598,5.398595007598997
JYDK01000019.1,221000,242000,123,243,0.5061728395061729,6.178642078292851
JYDK01000010.1,225000,247000,50,144,0.3472222222222222,6.535291730391157
JYDK01000012.1,105000,127000,101,231,0.43722943722943725,6.955547296899866
JYDK01000009.1,418000,440000,229,619,0.36995153473344106,8.976341829854151
JYDK01000008.1,106000,128000,108,237,0.45569620253164556,7.534765035985489
JYDK01000055.1,169000,196000,27,128,0.2109375,5.022270177271637
JYDK01000001.1,0,21000,76,447,0.17002237136465326,5.282362546660152
JYDK01000011.1,368000,389000,93,285,0.3263157894736842,5.334108669877138
JYDK01000007.1,180000,201000,60,285,0.21052631578947367,6.937333615902024
JYDK01000006.1,37000,58000,27,117,0.23076923076923078,7.021947019031152
JYDK01000030.1,61000,83000,91,237,0.38396624472573837,5.066847164270172
JYDK01000039.1,137000,159000,227,553,0.4104882459312839,5.3393504178156626
JYDK01000032.1,201000,239000,26,219,0.1187214611872146,5.211982931642666
JYDK01000053.1,117000,145000,139,357,0.38935574229691877,5.604775408391176
JYDK01000027.1,285000,307000,94,190,0.49473684210526314,5.370861862878319
JYDK01000014.1,80000,129000,44,111,0.3963963963963964,6.194364961683217
