reference_name,start_range,end_range,count,total_count,proportion,z_score
JYDQ01000011.1,154000,175000,24,136,0.17647058823529413,5.830731972699989
JYDQ01000072.1,154000,178000,54,204,0.2647058823529412,5.586713432884367
JYDQ01000005.1,215000,247000,128,813,0.15744157441574416,6.5510513533222134
JYDQ01000065.1,80000,101000,47,134,0.35074626865671643,5.064969391412397
JYDQ01000036.1,0,18000,60,201,0.29850746268656714,5.900702698428199
JYDQ01000029.1,181000,203000,40,118,0.3389830508474576,6.180376920529325
JYDQ01000019.1,134000,159000,104,305,0.34098360655737703,8.094756415364685
JYDQ01000015.1,242000,264000,114,259,0.44015444015444016,5.823979836693459
JYDQ01000005.1,222000,246000,119,813,0.14637146371463713,6.068539825574158
JYDQ01000018.1,197000,223000,92,717,0.12831241283124128,7.136998809093929
JYDQ01000006.1,469000,491000,65,265,0.24528301886792453,6.214653922600245
JYDQ01000077.1,118000,140000,76,146,0.5205479452054794,5.410712365582702
JYDQ01000002.1,350000,373000,73,438,0.16666666666666666,8.762368746310322
JYDQ01000041.1,252000,273000,42,174,0.2413793103448276,5.054684176592123
JYDQ01000040.1,4000,27000,114,184,0.6195652173913043,6.139899191817039
JYDQ01000005.1,217000,247000,106,813,0.13038130381303814,5.3715787299380775
JYDQ01000001.1,87000,108000,32,328,0.0975609756097561,5.386016812735588
JYDQ01000024.1,34000,55000,48,114,0.42105263157894735,5.96672431645366
JYDQ01000374.1,0,25000,5818,11399,0.5103956487411176,5.143609211682334
JYDQ01000001.1,342000,363000,38,328,0.11585365853658537,6.49966690559445
JYDQ01000012.1,306000,328000,68,124,0.5483870967741935,6.624024276665189
JYDQ01000073.1,22000,43000,58,119,0.48739495798319327,5.3913211577047955
JYDQ01000014.1,77000,98000,42,263,0.1596958174904943,5.116174905738723
JYDQ01000068.1,96000,198000,64,140,0.45714285714285713,5.571936891205753
JYDQ01000013.1,412000,439000,23,191,0.12041884816753927,6.8282955432647165
JYDQ01000097.1,20000,43000,77,196,0.39285714285714285,5.225415913791698
JYDQ01000021.1,0,17000,394,517,0.7620889748549323,5.67456879228044
JYDQ01000010.1,262000,284000,42,205,0.2048780487804878,6.01685581991549
JYDQ01000027.1,87000,111000,43,200,0.215,6.147570161091228
JYDQ01000026.1,122000,144000,81,319,0.25391849529780564,6.569192275427084
JYDQ01000009.1,59000,80000,66,227,0.2907488986784141,6.256498466034559
