reference_name,start_range,end_range,count,total_count,proportion,z_score
NW_020537324.1,48877000,48898000,31,67138,0.00046173552980428373,5.171823052678863
NW_020539726.1,44977000,44998000,36,39898,0.000902300867211389,5.599529194651211
NW_020538040.1,70907000,70929000,45,96589,0.00046589156115085567,5.304602436505312
NW_020537324.1,76844000,76912000,43,67138,0.0006404718639220709,7.452411557887207
NW_020536999.1,76959000,76983000,56,100338,0.000558113576112739,5.963570440408159
NW_020538040.1,169431000,169453000,50,96589,0.0005176572901676174,5.950100859265623
NW_020539726.1,39484000,39544000,42,39898,0.0010526843450799539,6.6488843947888006
NW_020539725.1,47283000,47342000,33,67392,0.0004896723646723647,5.2161582471114984
NW_020536999.1,69072000,69106000,167,100338,0.0016643744144790608,18.8019697177609
NW_020539726.1,37965000,37990000,62,39898,0.0015539626046418367,10.146735061914102
NW_020538040.1,123915000,123937000,43,96589,0.000445185269544151,5.046403067401188
NW_020539727.1,10660000,10683000,779,50499,0.015426048040555258,39.41959890757532
NW_020539726.1,33219000,33258000,35,39898,0.0008772369542332949,5.424636661294946
NW_020536999.1,69067000,69090000,88,100338,0.0008770356196057326,9.664730592437778
NW_020537324.1,16092000,16126000,33,67138,0.000491524918823915,5.551921136880254
NW_020539726.1,38723000,38745000,36,39898,0.000902300867211389,5.599529194651211
NW_020539725.1,26774000,26795000,42,67392,0.0006232193732193732,6.830232452859788
NW_020536999.1,89873000,89902000,89,100338,0.0008870019334648887,9.780391847188703
NW_020539725.1,61869000,61893000,48,67392,0.0007122507122507123,7.906281923358648
NW_020539725.1,71470000,71492000,77,67392,0.0011425688509021843,13.107187697436471
NW_020539725.1,51111000,51133000,33,67392,0.0004896723646723647,5.2161582471114984
NW_020539726.1,44912000,44961000,40,39898,0.0010025565191237656,6.299099328076271
NW_020537324.1,80855000,80922000,32,67138,0.00047663022431409933,5.361872094779558
NW_020539725.1,22135000,22189000,39,67392,0.0005787037037037037,6.292207717610358
NW_020536999.1,69053000,69093000,73,100338,0.0007275409117183918,7.929811771173894
NW_020537324.1,81688000,81709000,56,67138,0.0008341028925496738,9.923049105196245
NW_020539725.1,63167000,63188000,37,67392,0.0005490265906932573,5.933524560777405
NW_020539725.1,7685000,7706000,34,67392,0.0005045109211775879,5.395499825527975
NW_020536999.1,76973000,77008000,53,100338,0.0005282146345352708,5.616586676155381
NW_020536999.1,69066000,69092000,174,100338,0.001734138611493153,19.61159850101738
NW_020538040.1,13552000,13600000,58,96589,0.0006004824565944363,6.982898335682119
NW_020537324.1,84542000,84576000,32,67138,0.00047663022431409933,5.361872094779558
NW_020539727.1,10659000,10681000,246,50499,0.004871383591754292,12.268121822547126
NW_020538040.1,164841000,164874000,46,96589,0.000476244706954208,5.433702121057374
NW_020539726.1,33790000,33853000,36,39898,0.000902300867211389,5.599529194651211
NW_020539727.1,1194000,1224000,235,50499,0.004653557496188043,11.707772389272623
NW_020539726.1,3059000,3118000,34,39898,0.0008521730412552008,5.249744127938682
NW_020537324.1,41873000,41895000,33,67138,0.000491524918823915,5.551921136880254
NW_020538040.1,94699000,94722000,61,96589,0.0006315418940044933,7.370197389338306
NW_020536999.1,69054000,69109000,51,100338,0.0005082820068169587,5.38526416665353
NW_020538040.1,78197000,78218000,43,96589,0.000445185269544151,5.046403067401188
NW_020537324.1,15035000,15148000,37,67138,0.0005511036968631774,6.312117305283035
NW_020536999.1,69057000,69090000,51,100338,0.0005082820068169587,5.38526416665353
NW_020536999.1,25099000,25168000,50,100338,0.0004983156929578026,5.269602911902605
NW_020537324.1,927000,979000,47,67138,0.0007000506419613334,8.212607726289988
NW_020536999.1,93641000,93662000,58,100338,0.000578046203831051,6.19489294991001
NW_020537324.1,29975000,30042000,46,67138,0.0006851559474515177,8.022558684189292
NW_020539727.1,10661000,10687000,156,50499,0.0030891700825758928,7.683444641210283
NW_020536999.1,69054000,69106000,89,100338,0.0008870019334648887,9.780391847188703
NW_020536999.1,69054000,69084000,64,100338,0.0006378440869859874,6.888860478415563
NW_020539725.1,63167000,63196000,57,67392,0.0008457977207977208,9.520356129106936
NW_020538040.1,129908000,129935000,45,96589,0.00046589156115085567,5.304602436505312
NW_020539725.1,9906000,9999000,33,67392,0.0004896723646723647,5.2161582471114984
NW_020537324.1,48020000,48041000,42,67138,0.0006255771694122554,7.262362515786512
NW_020539725.1,12135000,12160000,48,67392,0.0007122507122507123,7.906281923358648
NW_020537324.1,20963000,20985000,38,67138,0.0005659983913729929,6.502166347383731
NW_020539726.1,40471000,40493000,46,39898,0.0011529399969923305,7.348454528213861
NW_020538040.1,172591000,172656000,132,96589,0.00136661524604251,16.536274992534715
NW_020539725.1,63168000,63196000,90,67392,0.0013354700854700855,15.438628216850667
NW_020537324.1,45565000,45622000,36,67138,0.0005362090023533617,6.1220682631823395
NW_020539725.1,69513000,69539000,140,67392,0.0020773979107312442,24.405707137674497
NW_020539725.1,65960000,65981000,55,67392,0.0008161206077872744,9.161672972273983
NW_020536999.1,69050000,69091000,50,100338,0.0004983156929578026,5.269602911902605
NW_020538040.1,45024000,45049000,74,96589,0.0007661327894480739,9.048493288515111
NW_020538040.1,1254000,1301000,74,96589,0.0007661327894480739,9.048493288515111
NW_020538040.1,81180000,81201000,51,96589,0.0005280104359709698,6.079200543817684
NW_020539725.1,59426000,59470000,32,67392,0.0004748338081671415,5.036816668695022
NW_020537324.1,48621000,48642000,176,67138,0.0026214662337275462,32.72893415727969
NW_020536999.1,77371000,77459000,142,100338,0.0014152165680001594,15.91043834898776
NW_020537324.1,68993000,69051000,51,67138,0.0007596294200005958,8.972803894692769
NW_020538040.1,129900000,129935000,47,96589,0.0004865978527575604,5.562801805609436
NW_020537324.1,67745000,67785000,32,67138,0.00047663022431409933,5.361872094779558
NW_020539725.1,61909000,61936000,45,67392,0.0006677350427350427,7.368257188109218
NW_020536999.1,84162000,84184000,48,100338,0.00047838306523949054,5.038280402400753
NW_020537324.1,84811000,84833000,36,67138,0.0005362090023533617,6.1220682631823395
NW_020539725.1,60417000,60465000,57,67392,0.0008457977207977208,9.520356129106936
NW_020536999.1,2914000,2936000,49,100338,0.0004883493790986466,5.153941657151679
NW_020537324.1,12267000,12289000,59,67138,0.0008787869760791206,10.493196231498333
NW_020537324.1,72263000,72285000,38,67138,0.0005659983913729929,6.502166347383731
NW_020538040.1,4081000,4114000,46,96589,0.000476244706954208,5.433702121057374
NW_020538040.1,129901000,129934000,55,96589,0.0005694230191843791,6.595599282025933
NW_020539725.1,43244000,43265000,65,67392,0.0009645061728395061,10.95508875643875
NW_020538040.1,89975000,89996000,43,96589,0.000445185269544151,5.046403067401188
NW_020536999.1,69054000,69092000,55,100338,0.0005481472622535829,5.847909185657233
NW_020537324.1,46731000,46752000,60,67138,0.0008936816705889362,10.683245273599027
NW_020536999.1,56518000,56540000,66,100338,0.0006577767147042994,7.120182987917414
NW_020539725.1,12211000,12233000,32,67392,0.0004748338081671415,5.036816668695022
NW_020538040.1,185510000,185531000,97,96589,0.0010042551429251779,12.01778603321254
NW_020539726.1,33343000,33364000,33,39898,0.0008271091282771066,5.074851594582416
NW_020539725.1,63859000,63881000,35,67392,0.0005193494776828111,5.574841403944452
NW_020538040.1,34371000,34392000,45,96589,0.00046589156115085567,5.304602436505312
NW_020537324.1,67245000,67319000,41,67138,0.0006106824749024397,7.072313473685816
NW_020536999.1,89639000,89683000,71,100338,0.0007076082840000797,7.698489261672043
NW_020539726.1,40279000,40311000,33,39898,0.0008271091282771066,5.074851594582416
NW_020539725.1,63105000,63128000,51,67392,0.0007567663817663817,8.444306658608077
NW_020539727.1,10659000,10682000,438,50499,0.008673439078001544,22.048766476065726
NW_020538040.1,63461000,63482000,62,96589,0.0006418950398078456,7.499297073890368
NW_020539725.1,44719000,44740000,42,67392,0.0006232193732193732,6.830232452859788
NW_020538040.1,124086000,124110000,56,96589,0.0005797761649877315,6.7246989665779955
NW_020539725.1,44072000,44171000,35,67392,0.0005193494776828111,5.574841403944452
NW_020539726.1,15120000,15160000,33,39898,0.0008271091282771066,5.074851594582416
NW_020539725.1,63167000,63189000,43,67392,0.0006380579297245964,7.009574031276265
NW_020536999.1,69089000,69111000,164,100338,0.0016344754729015927,18.454985953508125
NW_020537324.1,35483000,35506000,49,67138,0.0007298400309809646,8.59270581049138
NW_020538040.1,155028000,155049000,44,96589,0.0004555384153475033,5.17550275195325
NW_020536999.1,69082000,69109000,58,100338,0.000578046203831051,6.19489294991001
NW_020539725.1,62606000,62641000,36,67392,0.0005341880341880342,5.754182982360929
NW_020538040.1,124077000,124110000,59,96589,0.0006108356023977886,7.111998020234181
NW_020537324.1,83787000,83884000,37,67138,0.0005511036968631774,6.312117305283035
NW_020539726.1,7566000,7588000,46,39898,0.0011529399969923305,7.348454528213861
NW_020539725.1,42329000,42352000,74,67392,0.0010980531813865146,12.56916296218704
NW_020539725.1,27966000,27987000,36,67392,0.0005341880341880342,5.754182982360929
NW_020539727.1,10660000,10682000,1085,50499,0.021485573971761818,55.0075013241206
NW_020537324.1,43445000,43467000,53,67138,0.000789418809020227,9.35290197889416
NW_020536999.1,69069000,69109000,75,100338,0.000747473539436704,8.161134280675745
NW_020539725.1,8062000,8166000,38,67392,0.0005638651471984805,6.112866139193882
NW_020537324.1,48675000,48697000,31,67138,0.00046173552980428373,5.171823052678863
NW_020539725.1,14167000,14188000,41,67392,0.00060838081671415,6.650890874443311
NW_020539727.1,1194000,1223000,547,50499,0.010831897661339828,27.601319951240345
NW_020538040.1,12685000,12744000,54,96589,0.0005590698733810268,6.466499597473871
NW_020538040.1,176592000,176613000,108,96589,0.0011181397467620537,13.437882563285223
NW_020536999.1,89234000,89256000,60,100338,0.0005979788315493631,6.426215459411861
NW_020539725.1,49692000,49715000,50,67392,0.0007419278252611586,8.264965080191601
NW_020536999.1,27152000,27175000,59,100338,0.0005880125176902071,6.310554204660935
NW_020539725.1,55302000,55412000,40,67392,0.0005935422602089269,6.471549296026835
NW_020538040.1,3035000,3125000,59,96589,0.0006108356023977886,7.111998020234181
NW_020538040.1,5191000,5215000,139,96589,0.0014390872666659765,17.43997278439915
NW_020538040.1,70104000,70126000,45,96589,0.00046589156115085567,5.304602436505312
NW_020538040.1,95997000,96023000,50,96589,0.0005176572901676174,5.950100859265623
NW_020539725.1,28159000,28180000,37,67392,0.0005490265906932573,5.933524560777405
NW_020539725.1,60849000,60871000,32,67392,0.0004748338081671415,5.036816668695022
NW_020539725.1,8495000,8538000,48,67392,0.0007122507122507123,7.906281923358648
NW_020537324.1,2166000,2187000,40,67138,0.0005957877803926242,6.882264431585121
NW_020537324.1,79781000,79803000,43,67138,0.0006404718639220709,7.452411557887207
NW_020539725.1,56008000,56061000,33,67392,0.0004896723646723647,5.2161582471114984
NW_020537324.1,43058000,43109000,39,67138,0.0005808930858828085,6.692215389484425
NW_020538040.1,161421000,161444000,55,96589,0.0005694230191843791,6.595599282025933
NW_020538040.1,88382000,88407000,44,96589,0.0004555384153475033,5.17550275195325
NW_020539725.1,61758000,61782000,45,67392,0.0006677350427350427,7.368257188109218
NW_020537324.1,72121000,72142000,32,67138,0.00047663022431409933,5.361872094779558
NW_020536999.1,69089000,69110000,78,100338,0.0007773724810141721,8.508118044928523
NW_020539725.1,29410000,29447000,38,67392,0.0005638651471984805,6.112866139193882
NW_020539725.1,68840000,68897000,39,67392,0.0005787037037037037,6.292207717610358
NW_020539726.1,31385000,31480000,43,39898,0.001077748258058048,6.823776928145066
NW_020538040.1,4442000,4468000,54,96589,0.0005590698733810268,6.466499597473871
NW_020537324.1,79634000,79655000,35,67138,0.0005213143078435462,5.932019221081644
NW_020537324.1,84136000,84198000,32,67138,0.00047663022431409933,5.361872094779558
NW_020539725.1,13324000,13387000,42,67392,0.0006232193732193732,6.830232452859788
NW_020538040.1,140747000,140769000,107,96589,0.0011077866009587013,13.308782878733162
NW_020536999.1,77356000,77391000,119,100338,0.0011859913492395702,13.250229489716473
NW_020539725.1,44423000,44515000,37,67392,0.0005490265906932573,5.933524560777405
NW_020539726.1,3175000,3198000,109,39898,0.0027319665146122614,18.36668412965856
NW_020538040.1,89117000,89138000,47,96589,0.0004865978527575604,5.562801805609436
NW_020538040.1,104978000,104999000,53,96589,0.0005487167275776745,6.337399912921809
NW_020539725.1,4839000,4860000,66,67392,0.0009793447293447294,11.134430334855226
NW_020536999.1,76974000,77027000,63,100338,0.0006278777731268313,6.773199223664638
NW_020537324.1,16989000,17010000,36,67138,0.0005362090023533617,6.1220682631823395
NW_020538040.1,14502000,14526000,44,96589,0.0004555384153475033,5.17550275195325
NW_020539725.1,57433000,57496000,40,67392,0.0005935422602089269,6.471549296026835
NW_020537324.1,69820000,69842000,37,67138,0.0005511036968631774,6.312117305283035
NW_020538040.1,163422000,163447000,44,96589,0.0004555384153475033,5.17550275195325
NW_020539725.1,62853000,62884000,46,67392,0.0006825735992402659,7.547598766525694
NW_020537324.1,12550000,12584000,32,67138,0.00047663022431409933,5.361872094779558
NW_020536999.1,76936000,76962000,63,100338,0.0006278777731268313,6.773199223664638
NW_020536999.1,69078000,69106000,65,100338,0.0006478104008451434,7.004521733166489
NW_020537324.1,71394000,71471000,41,67138,0.0006106824749024397,7.072313473685816
NW_020539725.1,42312000,42334000,32,67392,0.0004748338081671415,5.036816668695022
NW_020539725.1,63167000,63195000,43,67392,0.0006380579297245964,7.009574031276265
NW_020538040.1,71357000,71378000,45,96589,0.00046589156115085567,5.304602436505312
NW_020537324.1,9481000,9502000,46,67138,0.0006851559474515177,8.022558684189292
