reference_name,start_range,end_range,count,total_count,proportion,z_score
KQ034061.1,3666000,3687000,46,2011,0.022874191944306316,5.4518994680789055
KQ034263.1,730000,751000,28,421,0.0665083135391924,6.7462572663729325
KQ034146.1,1509000,1530000,86,883,0.09739524348810873,8.188213255346195
KQ035058.1,3000,25000,161,476,0.3382352941176471,6.557627171676638
KQ034450.1,451000,473000,34,540,0.06296296296296296,5.107905568908022
KQ034073.1,917000,939000,39,1674,0.023297491039426525,5.073365354340363
KQ034062.1,1183000,1218000,50,1925,0.025974025974025976,5.8303376620456016
KQ034097.1,1473000,1520000,62,1669,0.03714799281006591,6.6890341840886505
KQ034440.1,31000,58000,46,359,0.12813370473537605,5.055780947190662
KQ034271.1,68000,90000,83,1078,0.07699443413729128,6.258377586325633
KQ034439.1,68000,93000,66,198,0.3333333333333333,5.909574671128539
KQ034112.1,538000,559000,49,865,0.056647398843930635,5.599054902670419
KQ034160.1,661000,687000,42,1009,0.04162537165510406,5.492067736851374
KQ034231.1,222000,244000,47,1042,0.045105566218809984,6.766044566395812
KQ034820.1,51000,80000,79,1253,0.06304868316041501,7.765871679690232
KQ034110.1,1652000,1675000,50,1058,0.04725897920604915,6.644628104887359
KQ034061.1,810000,833000,54,2011,0.026852312282446545,6.503095215288067
KQ034257.1,726000,749000,46,871,0.05281285878300804,6.333942937318572
KQ034142.1,173000,195000,58,880,0.0659090909090909,6.652001742028971
KQ034197.1,324000,347000,44,1036,0.04247104247104247,6.372282916645689
KQ034197.1,0,15000,64,1036,0.06177606177606178,9.553585891356805
KQ034261.1,325000,398000,52,752,0.06914893617021277,5.874309626932905
KQ034098.1,0,17000,51,1758,0.02901023890784983,6.866829205889353
KQ034080.1,692000,724000,42,1603,0.026200873362445413,5.509884022592549
KQ034161.1,574000,597000,32,681,0.04698972099853157,6.093213048863479
KQ034172.1,723000,746000,42,400,0.105,5.023730095005515
KQ034166.1,1289000,1313000,62,877,0.07069555302166476,5.530782773933177
KQ034175.1,0,20000,62,796,0.07788944723618091,6.9301758968000575
KQ034121.1,732000,753000,42,1758,0.023890784982935155,5.617760135732255
KQ034163.1,1328000,1350000,48,960,0.05,5.750692987777827
KQ034071.1,1785000,1809000,62,2271,0.027300748568912372,6.314772898067388
KQ034241.1,792000,815000,34,673,0.05052005943536404,5.894509082331066
KQ034328.1,713000,736000,39,362,0.10773480662983426,6.376211239997135
KQ034200.1,916000,937000,44,659,0.06676783004552352,6.381273198828736
KQ034194.1,1064000,1091000,60,795,0.07547169811320754,5.222868342082203
KQ034128.1,983000,1005000,70,1550,0.04516129032258064,5.950813818969117
KQ034227.1,278000,300000,42,1094,0.038391224862888484,6.579123488288001
KQ034088.1,371000,392000,48,1233,0.038929440389294405,5.0776915794314466
KQ034070.1,3017000,3039000,49,1998,0.024524524524524523,5.705093896956933
KQ034284.1,48000,70000,48,461,0.10412147505422993,6.01683017790144
KQ034089.1,401000,429000,59,1077,0.05478180129990715,7.544342358351809
KQ034132.1,690000,718000,58,1241,0.046736502820306204,5.219819333838826
KQ034151.1,598000,620000,46,1196,0.038461538461538464,5.032531394463956
KQ034103.1,1277000,1304000,60,1027,0.05842259006815969,5.347337682639844
KQ034063.1,145000,172000,48,3862,0.012428793371310202,6.038486963939608
KQ034252.1,325000,347000,82,746,0.10991957104557641,7.538293054859823
KQ034135.1,1721000,1743000,84,1271,0.06608969315499606,8.317881620604458
KQ034164.1,653000,676000,98,1592,0.06155778894472362,8.176496125708056
KQ034191.1,520000,546000,47,427,0.11007025761124122,5.759485971987625
KQ034378.1,89000,111000,166,733,0.22646657571623466,8.087703816234363
KQ034070.1,1493000,1515000,50,1998,0.025025025025025027,5.835560957051466
KQ034454.1,440000,461000,30,209,0.14354066985645933,6.096472611745339
KQ034442.1,414000,443000,43,190,0.22631578947368422,5.753654188843562
KQ034564.1,77000,99000,205,630,0.3253968253968254,5.351572268947243
KQ034423.1,493000,516000,43,425,0.1011764705882353,5.403782489466817
KQ034244.1,673000,695000,47,667,0.0704647676161919,6.09462887809991
KQ034123.1,0,15000,140,832,0.16826923076923078,9.738674900200841
KQ034269.1,0,14000,117,466,0.2510729613733906,8.149205257254941
KQ034066.1,2205000,2228000,65,1836,0.03540305010893246,8.086849437358653
KQ034076.1,1315000,1337000,41,1396,0.029369627507163324,5.663203154968581
KQ034190.1,486000,510000,71,841,0.08442330558858502,8.112472830621
KQ034083.1,2592000,2627000,54,1522,0.035479632063074903,7.258212685334303
KQ034159.1,1364000,1453000,48,755,0.06357615894039735,5.836254869013168
KQ034287.1,331000,353000,27,329,0.08206686930091185,5.008256412703544
KQ034401.1,450000,482000,40,238,0.16806722689075632,5.092018012388719
KQ034443.1,374000,396000,43,254,0.16929133858267717,7.008027857320987
KQ034104.1,2066000,2093000,39,2174,0.017939282428702852,5.196657267157175
KQ034335.1,9000,33000,76,429,0.17715617715617715,5.908902946037886
KQ034214.1,688000,712000,55,699,0.07868383404864092,6.0288260375567795
KQ034383.1,71000,92000,27,278,0.09712230215827339,5.001668982365073
KQ034512.1,192000,221000,45,331,0.13595166163141995,5.054999313898602
KQ034076.1,2734000,2759000,39,1396,0.027936962750716332,5.354169884633705
KQ034321.1,226000,248000,41,318,0.1289308176100629,5.5272724144560375
KQ034318.1,582000,640000,65,522,0.12452107279693486,7.338110358297209
KQ035395.1,0,35000,58,768,0.07552083333333333,7.3759359402754985
KQ034297.1,319000,345000,46,1210,0.03801652892561983,5.9522571142888925
KQ034307.1,160000,183000,39,509,0.07662082514734773,5.773488742398407
KQ034280.1,261000,283000,40,298,0.1342281879194631,5.64595061392309
KQ034318.1,428000,471000,52,522,0.09961685823754789,5.7613263143655775
KQ034189.1,518000,540000,48,969,0.04953560371517028,5.482791952855998
KQ034073.1,1968000,1990000,47,1674,0.028076463560334528,6.257652420239795
KQ034078.1,1938000,1961000,34,1436,0.023676880222841225,5.095255031533134
KQ034319.1,226000,250000,73,385,0.18961038961038962,6.490697784881056
KQ034102.1,312000,333000,47,1205,0.03900414937759336,5.62467269184628
KQ034168.1,995000,1026000,44,566,0.07773851590106007,6.149450681616742
KQ034385.1,327000,414000,43,351,0.1225071225071225,5.673691714730543
KQ034059.1,5553000,5576000,58,2664,0.02177177177177177,6.464085446830798
KQ034365.1,0,21000,58,571,0.10157618213660245,6.032375750612054
KQ034257.1,212000,256000,62,871,0.0711825487944891,8.74147552497732
KQ034295.1,166000,189000,40,517,0.07736943907156674,6.002468319712288
KQ034128.1,28000,52000,77,1550,0.04967741935483871,6.601293167348924
KQ034133.1,1608000,1630000,56,1134,0.04938271604938271,5.9233629598759725
KQ034723.1,99000,125000,87,492,0.17682926829268292,5.030081925847577
KQ034137.1,1317000,1352000,44,711,0.06188466947960619,5.734998933887259
KQ034271.1,66000,90000,107,1078,0.09925788497217068,8.214003506745854
KQ034160.1,193000,215000,43,1009,0.04261645193260654,5.639454712780484
KQ034236.1,319000,341000,56,765,0.07320261437908497,6.0490317343139965
KQ034060.1,4267000,4296000,40,2286,0.017497812773403325,5.052737602582243
KQ034228.1,413000,485000,42,541,0.07763401109057301,5.95417395824923
KQ034212.1,685000,707000,36,692,0.05202312138728324,5.076010829349075
KQ034388.1,564000,588000,50,288,0.1736111111111111,6.92313711612218
KQ034238.1,706000,730000,69,1391,0.04960460100647016,5.764327200807782
KQ034120.1,93000,116000,55,1059,0.05193578847969783,7.0702310707521905
KQ034574.1,66000,88000,65,309,0.21035598705501618,6.169278389589667
KQ034132.1,291000,313000,62,1241,0.0499597099113618,5.624432239947999
KQ034090.1,849000,875000,54,1241,0.043513295729250605,6.274375409304956
KQ034142.1,957000,998000,49,880,0.05568181818181818,5.527577082081942
KQ034116.1,1057000,1080000,50,1199,0.041701417848206836,5.553322489248705
KQ034405.1,497000,519000,55,668,0.08233532934131736,5.600939331473603
KQ034057.1,8812000,8836000,56,4973,0.011260808365171928,5.465903914280459
KQ034072.1,0,14000,307,2240,0.13705357142857144,17.031218050673097
KQ034397.1,358000,379000,56,194,0.28865979381443296,6.573960210920806
KQ034346.1,240000,262000,47,579,0.08117443868739206,6.3675016406275695
KQ034301.1,0,14000,63,1045,0.06028708133971292,5.131845950552101
KQ034064.1,701000,723000,61,2044,0.02984344422700587,6.906948273056907
KQ034167.1,1297000,1320000,69,1010,0.06831683168316832,7.077000518106535
KQ034074.1,46000,76000,55,1921,0.028630921395106715,6.865784237392084
KQ034404.1,44000,68000,36,396,0.09090909090909091,5.588498772197097
KQ034138.1,1530000,1554000,39,1518,0.025691699604743084,5.646505008516876
KQ034260.1,113000,135000,23,249,0.09236947791164658,5.3758779699125
KQ034193.1,1195000,1216000,61,478,0.12761506276150628,7.092001842218239
KQ034294.1,13000,34000,71,758,0.09366754617414248,5.106670476996443
KQ034058.1,6569000,6592000,74,4894,0.015120555782590927,8.72741857253634
KQ034387.1,60000,83000,53,299,0.17725752508361203,6.560719353928133
KQ034169.1,1245000,1267000,48,686,0.06997084548104957,7.196190739272271
KQ034124.1,1376000,1402000,48,901,0.05327413984461709,6.309445464286031
KQ034343.1,111000,134000,34,470,0.07234042553191489,5.382699438435988
KQ034181.1,83000,115000,39,936,0.041666666666666664,5.007932841284875
KQ034209.1,479000,501000,47,504,0.09325396825396826,5.936226242784139
KQ034064.1,781000,802000,52,2044,0.025440313111545987,5.799994541051247
KQ034187.1,607000,629000,29,933,0.031082529474812434,5.2402134823641555
KQ034095.1,1620000,1641000,48,1733,0.027697634160415464,5.425293229405149
KQ034095.1,2372000,2395000,56,1733,0.03231390652048471,6.444501467995974
KQ034219.1,236000,287000,60,433,0.13856812933025403,6.960887153442909
KQ034130.1,1318000,1350000,61,1155,0.05281385281385281,6.590727848511757
KQ034126.1,53000,88000,38,889,0.04274465691788527,5.736836819108409
KQ034129.1,1364000,1385000,55,1783,0.030846887268648347,5.856046694310034
KQ034178.1,707000,728000,46,1128,0.040780141843971635,5.169156913256852
KQ034066.1,513000,534000,63,1836,0.03431372549019608,7.819368199077772
KQ034075.1,2399000,2420000,62,2678,0.02315160567587752,5.150143487169105
KQ034111.1,231000,253000,63,1429,0.044086773967809655,10.406293079349211
KQ034057.1,8813000,8837000,86,4973,0.01729338427508546,8.70879976763163
KQ034096.1,2009000,2032000,63,1971,0.0319634703196347,5.292292006614965
KQ034078.1,2047000,2070000,39,1436,0.027158774373259052,5.956082736902021
KQ034172.1,964000,985000,60,400,0.15,7.38711655396512
KQ034449.1,129000,166000,68,449,0.1514476614699332,8.159943176898157
KQ034117.1,508000,540000,66,1407,0.046908315565031986,5.805245584981694
KQ034081.1,2052000,2089000,72,1382,0.05209840810419682,8.589169123429823
KQ034155.1,416000,444000,54,1027,0.05258033106134372,6.789192136468619
KQ034068.1,1299000,1365000,113,2257,0.05006645990252548,11.239199159336076
KQ034869.1,14000,36000,50,708,0.07062146892655367,5.384873973347992
KQ034451.1,170000,191000,110,279,0.3942652329749104,6.530931485613445
KQ034144.1,740000,762000,50,872,0.05733944954128441,5.374038502526286
KQ034279.1,482000,504000,59,889,0.06636670416197975,8.1118323400736
KQ034119.1,299000,322000,66,1576,0.04187817258883249,5.450197175065525
KQ034370.1,223000,247000,54,324,0.16666666666666666,6.568409536278293
KQ034064.1,3678000,3711000,73,2044,0.03571428571428571,8.382886582397788
KQ034128.1,1452000,1474000,61,1550,0.03935483870967742,5.114483228195079
KQ034331.1,489000,511000,48,398,0.12060301507537688,6.836494143986751
KQ034159.1,879000,902000,48,755,0.06357615894039735,5.836254869013168
KQ034165.1,1434000,1457000,32,1310,0.024427480916030534,5.339010985612168
KQ034178.1,329000,357000,54,1128,0.047872340425531915,6.18149347842855
KQ034237.1,967000,992000,68,800,0.085,5.596185721617716
KQ034441.1,174000,195000,38,251,0.15139442231075698,5.066504331259343
KQ034139.1,1093000,1115000,48,963,0.04984423676012461,5.197724336033922
KQ034516.1,301000,338000,65,458,0.14192139737991266,5.994074762527352
KQ034084.1,677000,699000,46,2368,0.019425675675675675,5.312629988331796
KQ034211.1,766000,787000,37,557,0.06642728904847396,5.428554463329214
KQ034225.1,0,16000,189,906,0.20860927152317882,8.73734799038317
KQ034298.1,740000,763000,51,434,0.1175115207373272,5.177994398940282
KQ034069.1,2893000,2914000,56,2178,0.025711662075298437,6.0232771197356145
KQ034152.1,1181000,1203000,54,1171,0.04611443210930828,6.143702564533132
KQ034164.1,949000,983000,63,1592,0.03957286432160804,5.037463741509336
KQ034590.1,175000,197000,44,201,0.21890547263681592,5.787275334185014
KQ034238.1,593000,615000,69,1391,0.04960460100647016,5.764327200807782
KQ034260.1,875000,897000,24,249,0.0963855421686747,5.644192734899219
KQ034128.1,1271000,1305000,64,1550,0.04129032258064516,5.393260091786425
KQ034075.1,6000,28000,89,2678,0.03323375653472741,7.688471931912902
KQ034100.1,1381000,1410000,61,1048,0.05820610687022901,8.069215030575071
KQ034083.1,954000,975000,52,1522,0.03416557161629435,6.96461415839938
KQ034474.1,0,14000,50,200,0.25,5.554464581589503
KQ034151.1,227000,248000,52,1196,0.043478260869565216,5.7713970623342155
KQ034244.1,415000,436000,42,667,0.06296851574212893,5.369464369428814
KQ034130.1,291000,314000,61,1155,0.05281385281385281,6.590727848511757
KQ034301.1,0,12000,75,1045,0.07177033492822966,6.213669057685135
KQ034142.1,175000,198000,53,880,0.060227272727272727,6.027321375391733
KQ034427.1,0,66000,57,326,0.17484662576687116,5.312713292088202
KQ034480.1,89000,110000,34,413,0.08232445520581114,6.297813267991441
KQ034179.1,57000,80000,67,682,0.09824046920821114,6.542596320018671
KQ034095.1,1761000,1852000,46,1733,0.026543566070398154,5.170491169757443
KQ034177.1,1314000,1343000,46,762,0.06036745406824147,5.614517376506289
KQ034248.1,462000,485000,94,724,0.1298342541436464,8.327203197635484
KQ034134.1,1035000,1057000,50,1475,0.03389830508474576,5.0960815473751975
KQ034400.1,440000,461000,32,182,0.17582417582417584,5.858411438903871
KQ034148.1,1048000,1079000,81,1240,0.06532258064516129,9.921048248474762
KQ034137.1,372000,396000,51,711,0.07172995780590717,6.746439423830728
KQ034341.1,358000,425000,42,486,0.08641975308641975,5.636006226143412
KQ034058.1,7100000,7146000,46,4894,0.00939926440539436,5.169677975815392
KQ034362.1,540000,572000,33,283,0.1166077738515901,5.285577630859309
KQ034058.1,4025000,4047000,57,4894,0.011646914589293011,6.5673617816700505
KQ034215.1,328000,350000,61,868,0.07027649769585254,6.304584175021311
KQ034220.1,1076000,1102000,42,1058,0.03969754253308128,6.972318952278076
KQ034099.1,505000,526000,53,1927,0.027503892060197196,5.616293828639691
KQ034088.1,2143000,2166000,48,1233,0.038929440389294405,5.0776915794314466
KQ034578.1,21000,42000,95,341,0.2785923753665689,5.460689757054719
KQ034056.1,6234000,6347000,54,7020,0.007692307692307693,5.91676607159905
KQ034118.1,844000,866000,43,862,0.04988399071925754,5.071974532340921
KQ034302.1,360000,382000,55,506,0.10869565217391304,5.857654775341217
KQ034240.1,344000,430000,285,3299,0.08638981509548348,7.201130929758664
KQ034056.1,1944000,1966000,54,7020,0.007692307692307693,5.91676607159905
KQ034122.1,1693000,1714000,40,767,0.05215123859191656,5.137432469360703
KQ034493.1,206000,227000,39,250,0.156,5.498165522940209
KQ034165.1,128000,150000,43,1310,0.03282442748091603,7.438787033308923
KQ034285.1,27000,108000,49,285,0.17192982456140352,5.655092813163981
KQ034056.1,3506000,3535000,50,7020,0.007122507122507123,5.431164623370114
KQ034069.1,2576000,2602000,50,2178,0.02295684113865932,5.308031681549207
KQ034253.1,261000,282000,56,526,0.10646387832699619,6.0924397535202575
KQ034129.1,524000,552000,54,1783,0.03028603477285474,5.736327068198337
KQ034104.1,1270000,1294000,41,2174,0.018859245630174794,5.501712289428897
KQ034359.1,33000,57000,40,307,0.13029315960912052,5.863598751717523
KQ034085.1,1506000,1527000,53,1734,0.030565167243367934,5.291236154632253
KQ034149.1,343000,365000,45,1256,0.035828025477707005,5.307715862022961
KQ034058.1,4054000,4075000,47,4894,0.009603596240294238,5.2967401399839975
KQ034210.1,342000,366000,50,340,0.14705882352941177,7.675469512117879
KQ034820.1,10000,33000,57,1253,0.04549082202713488,5.424701061977438
KQ034200.1,111000,133000,36,659,0.054628224582701064,5.093290237394298
KQ034199.1,866000,897000,60,850,0.07058823529411765,6.206248817843762
KQ034097.1,1141000,1172000,53,1669,0.03175554224086279,5.631802981558541
KQ034143.1,750000,778000,58,1198,0.048414023372287146,6.609693043397423
KQ034105.1,1256000,1278000,101,2208,0.04574275362318841,9.90998822101841
KQ034085.1,944000,967000,59,1734,0.034025374855824686,5.9673145591938574
KQ034140.1,691000,728000,42,904,0.046460176991150445,5.44663892904157
KQ034062.1,2891000,2914000,81,1925,0.042077922077922075,9.790054472223982
KQ034090.1,2438000,2460000,52,1241,0.041901692183722805,6.019170142201787
KQ034265.1,408000,429000,40,386,0.10362694300518134,5.141734395132255
KQ034195.1,1109000,1130000,32,601,0.05324459234608985,6.167322260801973
KQ034060.1,4301000,4322000,47,2286,0.020559930008748905,6.055911468129642
KQ034099.1,1857000,1879000,79,1927,0.04099636741048261,8.684850329311962
KQ034061.1,4219000,4241000,44,2011,0.02187966185977126,5.189100531276615
KQ034206.1,88000,116000,54,684,0.07894736842105263,7.623537437754462
KQ034115.1,129000,153000,41,1168,0.0351027397260274,5.295769850769571
KQ034438.1,0,13000,36,242,0.1487603305785124,6.017772261987649
KQ034096.1,58000,149000,61,1971,0.030948756976154235,5.106202132071693
KQ034119.1,2006000,2027000,103,1576,0.06535532994923858,8.834078122367462
KQ034096.1,1673000,1731000,60,1971,0.030441400304414,5.013157194800057
KQ034196.1,1112000,1136000,35,954,0.03668763102725367,5.720879776504244
KQ034368.1,387000,408000,44,415,0.10602409638554217,6.316208836666817
KQ034196.1,494000,516000,42,954,0.0440251572327044,7.0235721217785185
KQ034327.1,300000,322000,46,306,0.1503267973856209,5.375093812690024
KQ034325.1,157000,207000,58,633,0.09162717219589257,5.594729810882393
KQ034061.1,790000,811000,55,2011,0.02734957732471407,6.634494683689212
KQ034294.1,12000,33000,71,758,0.09366754617414248,5.106670476996443
KQ034057.1,7123000,7173000,62,4973,0.012467323547154635,6.1144830849506935
KQ034207.1,772000,794000,46,494,0.0931174089068826,7.196205012315574
KQ034257.1,455000,479000,43,871,0.04936854190585534,5.882530577132557
KQ034112.1,583000,607000,61,865,0.07052023121387284,7.095445763295445
KQ034402.1,237000,269000,62,640,0.096875,5.831910460282345
KQ034082.1,557000,593000,82,2252,0.03641207815275311,8.923813632821906
KQ034382.1,507000,536000,63,317,0.19873817034700317,5.957760845854986
KQ034229.1,596000,619000,41,496,0.08266129032258064,5.9881994843626645
KQ034305.1,674000,697000,73,417,0.1750599520383693,8.182939044796237
KQ034152.1,1011000,1033000,51,1171,0.04355251921434671,5.763289405641468
KQ034341.1,349000,371000,40,486,0.0823045267489712,5.335419227415763
KQ034057.1,1858000,1895000,75,4973,0.015081439774783833,7.519737954736201
KQ034338.1,0,24000,78,1284,0.06074766355140187,5.121018440318052
KQ034190.1,508000,536000,52,841,0.06183115338882283,5.785827245649277
KQ034374.1,126000,147000,40,365,0.1095890410958904,5.073452467598932
KQ034139.1,1122000,1189000,51,963,0.0529595015576324,5.5618586962984455
