reference_name,start_range,end_range,count,total_count,proportion,z_score
NW_026712363.1,24003000,24031000,273,1168755,0.0002335818884197287,7.6978204602355005
NW_026712172.1,11498000,11526000,430,931343,0.00046169885853010115,11.564380219873485
NW_026712115.1,17504000,17532000,284,1124207,0.0002526225152485263,7.84865534593282
NW_026712296.1,3551000,3577000,269,751435,0.000357981728293199,5.710625752212116
NW_026712245.1,10550000,10577000,222,722724,0.0003071712022846896,5.357122577026986
NW_026712249.1,31801000,31828000,234,2422215,0.00009660579263195051,5.270981217494259
NW_026712299.1,15103000,15130000,244,1463663,0.00016670504070950758,5.8017483255260345
NW_026712115.1,5684000,5713000,208,1124207,0.00018501930694258265,5.625016772153273
NW_026712340.1,3955000,3982000,264,446560,0.0005911859548548907,6.1744224053778245
NW_026712363.1,7061000,7089000,334,1168755,0.0002857741785061882,9.522269420492176
NW_026712329.1,4524000,4551000,412,418239,0.0009850826919536437,10.523784716978861
NW_026712133.1,8678000,8705000,221,920527,0.0002400798672934091,6.74075772611984
NW_026712311.1,2906000,2933000,604,645881,0.0009351567858475478,14.056858223771163
NW_026712249.1,30977000,31004000,334,2422215,0.00013789031939774132,7.740071589626099
NW_026712286.1,8427000,8454000,231,618894,0.0003732464687006175,5.129331955873701
NW_026712249.1,28893000,28921000,229,2422215,0.00009454156629366097,5.147526698887667
NW_026712363.1,8898000,8924000,195,1168755,0.0001668442060140919,5.364918511054834
NW_026712258.1,5252000,5279000,356,638229,0.0005577935192540609,10.132061935960328
NW_026712192.1,12719000,12745000,370,579475,0.0006385089952111825,9.800304733475464
NW_026712249.1,43734000,43757000,248,2422215,0.00010238562637916122,5.616653869592716
NW_026712250.1,1885000,1911000,274,618504,0.0004430044106424534,6.739227775995125
NW_026712346.1,451000,478000,211,1400834,0.00015062455651419082,5.996135251976255
NW_026712262.1,7103000,7127000,226,538411,0.0004197536825956379,6.480227937445991
NW_026712258.1,12849000,12876000,238,638229,0.0003729069033215351,6.627290158461822
NW_026712115.1,5774000,5802000,323,1124207,0.00028731363530026056,8.989733035109166
NW_026712328.1,28062000,28090000,183,1389102,0.0001317397858472596,5.392952063679747
NW_026712155.1,963000,991000,238,1101798,0.00021601055728908566,5.075614623446972
NW_026712238.1,13487000,13513000,254,725860,0.0003499297385170694,5.690002975700364
NW_026712324.1,3393000,3419000,283,349846,0.0008089273566083363,7.0600925822923
NW_026712346.1,14110000,14136000,338,1400834,0.00024128483460567063,9.87842828357041
NW_026712283.1,9570000,9598000,251,630978,0.0003977951687697511,5.84387463117117
NW_026712313.1,1892000,1919000,624,455645,0.0013694872104379507,16.624026652022536
NW_026712155.1,3381000,3408000,263,1101798,0.00023870074187827534,5.664564907427781
NW_026712272.1,10373000,10401000,330,817863,0.0004034905601549404,7.098718854039899
NW_026712324.1,8596000,8624000,299,349846,0.0008546617654625177,7.487451500827265
NW_026712114.1,29411000,29438000,228,2011452,0.00011335095244629253,5.879686684476974
NW_026712321.1,1967000,1995000,230,473449,0.00048579678064585626,5.228673525804507
NW_026712299.1,7302000,7328000,318,1463663,0.00021726312682632547,7.712731027737552
NW_026712219.1,14536000,14563000,309,843340,0.00036640026561054855,7.154856741107298
NW_026712172.1,16402000,16429000,224,931343,0.00024051289374591315,5.791777756344449
NW_026712262.1,5738000,5765000,243,538411,0.0004513280746492921,7.002946279040805
NW_026712172.1,8805000,8832000,200,931343,0.0002147436551302796,5.11924154700126
NW_026712155.1,3180000,3206000,313,1101798,0.00028408111105665464,6.8424654753894
NW_026712311.1,4829000,4857000,576,645881,0.0008918051467685224,13.380033819367693
NW_026712336.1,4147000,4173000,360,347785,0.0010351222738185948,9.378233186802102
NW_026712114.1,23588000,23614000,349,2011452,0.00017350650177086005,9.263080734094407
NW_026712249.1,673000,700000,324,2422215,0.00013376186672116224,7.493162552412915
NW_026712207.1,5018000,5045000,518,882800,0.0005867693701857726,12.857000546514012
NW_026712155.1,6686000,6713000,284,1101798,0.0002577604969331946,6.159283145971661
NW_026712347.1,4183000,4210000,632,366410,0.0017248437542643487,15.393530367965907
NW_026712324.1,2851000,2877000,396,349846,0.0011319266191409934,10.078314944445495
NW_026712207.1,2340000,2368000,269,882800,0.00030471227911191664,6.435021370260066
NW_026712336.1,5606000,5632000,251,347785,0.0007217102520235203,6.388491646368831
NW_026712249.1,37107000,37134000,256,2422215,0.00010568838852042449,5.814181099363263
NW_026712293.1,10160000,10186000,164,510489,0.000321260595233198,5.926452697570955
NW_026712328.1,22086000,22112000,456,1389102,0.00032826963030792555,14.118669275478199
NW_026712253.1,860000,926000,177,178018,0.0009942814771539956,5.988240918101688
NW_026712115.1,2977000,3005000,285,1124207,0.0002535120311472887,7.8779137482193935
NW_026712114.1,46548000,46575000,240,2011452,0.00011931679204872898,6.215229896009281
NW_026712409.1,3911000,3938000,388,1663082,0.00023330178548021084,8.518502043922902
NW_026712192.1,1077000,1104000,306,579475,0.0005280641960395186,8.020731638888364
NW_026712383.1,24514000,24542000,198,1051374,0.00018832499186778443,5.105859775014228
NW_026712346.1,16326000,16356000,182,1400834,0.00012992260324920727,5.109627394368141
NW_026712207.1,13177000,13205000,225,882800,0.00025487086542818303,5.300213804978244
NW_026712172.1,16385000,16408000,196,931343,0.00021044878202767402,5.007152178777395
NW_026712283.1,6797000,6825000,298,630978,0.0004722827103322144,7.034951555359351
NW_026712309.1,7194000,7220000,212,613696,0.0003454479090624674,5.32632984083764
NW_026712192.1,11103000,11130000,260,579475,0.000448681996634885,6.741663477153884
NW_026712321.1,5036000,5063000,286,473449,0.000604077735933543,6.623507296351799
NW_026712334.1,8241000,8268000,243,344239,0.0007059049090893246,6.061417620686212
NW_026712435.1,8123000,8147000,226,1177077,0.00019200103306750535,5.983171261578825
NW_026712249.1,27734000,27761000,447,2422215,0.00018454183464308493,10.530143710135079
NW_026712312.1,9086000,9113000,306,457569,0.0006687515981196278,7.4528711374441645
NW_026712409.1,2064000,2091000,239,1663082,0.0001437090895097175,5.034919112123773
NW_026712346.1,4311000,4338000,262,1400834,0.00018703143984226538,7.555166311907765
NW_026712238.1,13756000,13783000,260,725860,0.0003581957953324333,5.835844754607891
NW_026712114.1,23226000,23254000,481,2011452,0.000239130737397661,12.954056060949789
NW_026712155.1,17854000,17881000,282,1101798,0.0002559452821660595,6.1121671232531956
NW_026712328.1,11280000,11307000,180,1389102,0.00012958011722681272,5.297065061352292
NW_026712296.1,4329000,4356000,530,751435,0.0007053171598341839,11.757222085321871
NW_026712155.1,1335000,1362000,287,1101798,0.0002604833190838974,6.229957180049357
NW_026712249.1,37709000,37736000,317,2422215,0.00013087194984755688,7.320326226363687
NW_026712172.1,8762000,8788000,220,931343,0.00023621802064330757,5.679688388120584
NW_026712435.1,16103000,16130000,430,1177077,0.0003653117000841916,11.804169651054377
NW_026712300.1,716000,743000,151,494838,0.0003051503724451235,6.205455633355045
NW_026712346.1,24767000,24794000,191,1400834,0.0001363473473659263,5.384750522591348
NW_026712311.1,2465000,2492000,301,645881,0.000466030120099523,6.73265127611933
NW_026712258.1,13300000,13327000,262,638229,0.0004105109607993369,7.340125096258128
NW_026712207.1,11902000,11928000,497,882800,0.0005629814227458088,12.315387844902233
NW_026712249.1,10911000,10938000,348,2422215,0.00014367015314495203,8.085744241724557
NW_026712346.1,3772000,3799000,243,1400834,0.00017346809115141408,6.974350818992105
NW_026712219.1,14514000,14540000,516,843340,0.0006118528707282947,12.30080455625441
NW_026712114.1,27177000,27205000,289,2011452,0.0001436773037586778,7.585364676432871
NW_026712363.1,24086000,24113000,362,1168755,0.000309731295267186,10.359721402249338
NW_026712207.1,16769000,16797000,247,882800,0.00027979157227004986,5.867617587619155
NW_026712299.1,3533000,3559000,230,1463663,0.00015713999739010962,5.440211057540072
NW_026712219.1,12944000,12972000,247,843340,0.00029288306021296273,5.613558361691254
NW_026712249.1,38315000,38343000,330,2422215,0.0001362389383271097,7.641307974740826
NW_026712172.1,1576000,1603000,231,931343,0.00024802892167547294,5.987934150736212
NW_026712249.1,7195000,7223000,362,2422215,0.00014944998689216276,8.431416893823014
NW_026712250.1,6110000,6137000,274,618504,0.0004430044106424534,6.739227775995125
NW_026712133.1,12196000,12223000,189,920527,0.00020531717157671638,5.699176570353559
NW_026712207.1,4805000,4832000,312,882800,0.0003534209333937472,7.544037854512755
NW_026712155.1,1501000,1527000,455,1101798,0.000412961359523252,10.187703088400397
NW_026712363.1,14396000,14424000,194,1168755,0.00016598859470119914,5.335009511706364
NW_026712272.1,4523000,4550000,549,817863,0.0006712615682577644,12.153949325424172
NW_026712114.1,5369000,5395000,203,2011452,0.00010092211994121659,5.180638327118
NW_026712363.1,23954000,23981000,383,1168755,0.00032769913283793437,10.98781038856721
NW_026712363.1,7071000,7095000,194,1168755,0.00016598859470119914,5.335009511706364
NW_026712311.1,5332000,5360000,262,645881,0.0004056474799537376,5.789931569985926
NW_026712172.1,15802000,15829000,337,931343,0.00036184305889452113,8.958302408668628
NW_026712258.1,10979000,11005000,294,638229,0.0004606497041030727,8.290571679986536
NW_026712114.1,12063000,12090000,342,2011452,0.0001700264286694388,9.067347194033895
NW_026712329.1,5109000,5136000,263,418239,0.0006288270582131269,6.537454504929532
NW_026712363.1,16975000,17001000,256,1168755,0.00021903649610055144,7.189367471311509
NW_026712283.1,2645000,2673000,276,630978,0.00043741620151574223,6.4774261865904155
NW_026712334.1,7471000,7496000,334,344239,0.000970256130188619,8.517988062302308
NW_026712329.1,7277000,7304000,210,418239,0.0005021052556074398,5.119498120777758
NW_026712296.1,2327000,2354000,305,751435,0.00040589006367816247,6.544639039537599
NW_026712300.1,10522000,10549000,346,494838,0.0006992187342120047,14.77561550333674
NW_026712313.1,9088000,9116000,278,455645,0.000610124109778446,7.12370266186448
NW_026712311.1,1124000,1150000,425,645881,0.0006580159503066354,9.73001649562041
NW_026712435.1,13539000,13566000,244,1177077,0.00020729315074544826,6.49678876653255
NW_026712249.1,19980000,20007000,236,2422215,0.00009743148316726632,5.320363024936896
NW_026712299.1,21064000,21092000,241,1463663,0.00016465538856963658,5.724276053814757
NW_026712299.1,10012000,10039000,458,1463663,0.0003129135600203052,11.328103707597181
NW_026712293.1,9216000,9247000,632,510489,0.0012380286352889093,23.888332022437925
NW_026712435.1,15913000,15940000,668,1177077,0.0005675074782703256,18.595334438775854
NW_026712299.1,18572000,18599000,307,1463663,0.00020974773564679848,7.428666031462867
NW_026712172.1,12856000,12883000,248,931343,0.0002662821323615467,6.464313965687637
NW_026712296.1,5159000,5187000,270,751435,0.00035931251538722577,5.733792787971157
NW_026712155.1,1398000,1426000,282,1101798,0.0002559452821660595,6.1121671232531956
NW_026712435.1,16898000,16925000,217,1177077,0.0001843549742285339,5.726362509101962
NW_026712114.1,42539000,42566000,334,2011452,0.00016604920226781449,8.843651719679023
NW_026712249.1,6805000,6831000,317,2422215,0.00013087194984755688,7.320326226363687
NW_026712315.1,8488000,8515000,305,603245,0.0005055988860247495,6.969697212533518
NW_026712245.1,11800000,11829000,268,722724,0.0003708192892445802,6.573344882862181
NW_026712207.1,12050000,12077000,235,882800,0.0002661984594472134,5.558124615269567
NW_026712309.1,5205000,5233000,290,613696,0.00047254666805714884,7.468020202949205
NW_026712114.1,26778000,26818000,248,2011452,0.00012329401845035328,6.438925370364153
NW_026712272.1,3934000,3961000,627,817863,0.0007666320642943867,13.95444237002679
NW_026712383.1,27040000,27067000,301,1051374,0.00028629203309193496,7.999102694272668
NW_026712207.1,6615000,6641000,236,882800,0.00026733121884911645,5.5839156962987
NW_026712133.1,353000,381000,177,920527,0.00019228116068295662,5.308583636941203
NW_026712207.1,7436000,7463000,255,882800,0.0002888536474852741,6.073946235852214
NW_026712328.1,22248000,22274000,250,1389102,0.0001799723850372399,7.53442844899292
NW_026712192.1,3872000,3899000,238,579475,0.00041071659691962553,6.129935225889568
NW_026712383.1,21982000,22009000,671,1051374,0.000638212472440825,18.39230541393891
NW_026712409.1,20273000,20300000,435,1663082,0.0002615625687729168,9.617350351268938
NW_026712311.1,1839000,1866000,368,645881,0.0005697643993243337,8.352195386656204
NW_026712346.1,14946000,14973000,263,1400834,0.0001877453002996786,7.585735548377011
NW_026712286.1,8578000,8604000,245,618894,0.0003958674668036853,5.4712192769948205
NW_026712313.1,10286000,10314000,243,455645,0.000533309923295548,6.162687229334041
NW_026712409.1,18189000,18216000,324,1663082,0.000194819016741207,7.022197965834685
NW_026712296.1,1525000,1552000,336,751435,0.0004471444635929921,7.262817148067877
NW_026712299.1,21063000,21091000,243,1463663,0.0001660218233295506,5.775924234955609
NW_026712313.1,3327000,3355000,214,455645,0.00046966388306686127,5.366417299523105
NW_026712315.1,2758000,2785000,312,603245,0.0005172027948843339,7.141877012112166
NW_026712328.1,18272000,18300000,207,1389102,0.00014901713481083463,6.160048082299391
NW_026712272.1,6293000,6321000,295,817863,0.00036069610680517395,6.290805308384879
NW_026712313.1,7682000,7710000,298,455645,0.0006540179306258161,7.67285433759616
NW_026712155.1,4670000,4698000,622,1101798,0.000564531792579039,14.121890985392206
NW_026712249.1,35918000,35945000,393,2422215,0.0001622481901895579,9.196834909183886
NW_026712155.1,11187000,11214000,260,1101798,0.00023597791972757256,5.593890873350084
NW_026712409.1,3524000,3551000,318,1663082,0.00019121125717192538,6.881919458513916
NW_026712324.1,7841000,7869000,257,349846,0.0007346089422202912,6.36563433967298
NW_026712299.1,30530000,30557000,465,1463663,0.0003176960816800042,11.508872341590163
NW_026712315.1,5598000,5626000,284,603245,0.00047078715944599625,6.453157813797571
NW_026712435.1,2099000,2127000,201,1177077,0.0001707619807370291,5.269813615809762
NW_026712347.1,1958000,1985000,401,366410,0.0010944024453481073,9.57939180946654
NW_026712207.1,2640000,2667000,425,882800,0.0004814227458087902,10.458430010804706
NW_026712207.1,3487000,3515000,240,882800,0.00027186225645672857,5.6870800204152285
NW_026712409.1,4663000,4690000,248,1663082,0.00014912072886363992,5.245336873104928
NW_026712363.1,16829000,16856000,350,1168755,0.00029946395951247265,10.000813410067696
NW_026712133.1,16599000,16625000,218,920527,0.00023682086456996916,6.643109492766751
NW_026712300.1,1120000,1148000,153,494838,0.0003091920992324761,6.2933547089446
NW_026712245.1,9498000,9526000,222,722724,0.0003071712022846896,5.357122577026986
NW_026712249.1,14049000,14076000,330,2422215,0.0001362389383271097,7.641307974740826
NW_026712300.1,5692000,5718000,138,494838,0.00027887914832733137,5.634111642022932
NW_026712299.1,12221000,12249000,229,1463663,0.0001564567800101526,5.414386966969646
NW_026712249.1,20838000,20866000,292,2422215,0.00012055081815610918,6.703053633330726
NW_026712114.1,28052000,28075000,200,2011452,0.00009943066004060749,5.096752524234923
NW_026712435.1,1573000,1600000,205,1177077,0.0001741602291099053,5.383950839132812
NW_026712258.1,9350000,9377000,285,638229,0.000446548182548897,8.023258578312921
NW_026712272.1,11137000,11164000,312,817863,0.0003814819841464891,6.683220459131603
NW_026712245.1,9972000,9999000,235,722724,0.00032515870512118044,5.70083757650215
NW_026712172.1,13325000,13351000,298,931343,0.00031996804614411664,7.865431068485947
NW_026712115.1,487000,514000,209,1124207,0.00018590882284134506,5.654275174439847
NW_026712346.1,16217000,16295000,235,1400834,0.00016775720749210828,6.729796927238143
NW_026712250.1,4298000,4324000,223,618504,0.00036054738530389455,5.390466819479887
NW_026712192.1,14370000,14397000,312,579475,0.0005384183959618621,8.187566616505904
NW_026712114.1,11915000,11943000,275,2011452,0.00013671715755583528,7.193897596311845
NW_026712321.1,3817000,3845000,544,473449,0.0011490149942232426,13.04970573923039
NW_026712115.1,7038000,7065000,590,1124207,0.0005248143802698258,16.801726445624155
NW_026712347.1,5073000,5100000,306,366410,0.0008351300455773587,7.188295865494938
NW_026712311.1,4446000,4473000,272,645881,0.0004211302081962467,6.031654571558594
NW_026712299.1,14973000,15002000,320,1463663,0.00021862956158623945,7.764379208878404
NW_026712114.1,42734000,42762000,225,2011452,0.00011185949254568341,5.795800881593897
NW_026712328.1,16997000,17024000,312,1389102,0.00022460553652647538,9.516093163760335
NW_026712286.1,8586000,8613000,316,618894,0.0005105882428978145,7.205076405537642
NW_026712328.1,28924000,28952000,286,1389102,0.00020588840848260242,8.685072476922386
NW_026712283.1,3791000,3817000,309,630978,0.0004897159647404506,7.3137142397438195
NW_026712249.1,3893000,3920000,272,2422215,0.00011229391280295101,6.209235558904358
NW_026712328.1,11131000,11158000,222,1389102,0.000159815477913069,6.6394830939366685
NW_026712249.1,41131000,41158000,439,2422215,0.0001812390725018217,10.332616480364532
NW_026712238.1,2982000,3009000,257,725860,0.00035406276692475134,5.762923865154127
NW_026712207.1,12343000,12370000,217,882800,0.0002458087902129588,5.093885156745186
NW_026712346.1,9599000,9626000,540,1400834,0.0003854846470031424,16.05341405035796
NW_026712315.1,2233000,2261000,240,603245,0.0003978483037571799,5.370884787874633
NW_026712114.1,40972000,40998000,270,2011452,0.0001342313910548201,7.05408792484005
NW_026712347.1,4352000,4378000,241,366410,0.000657733140471057,5.55228285119858
NW_026712192.1,3728000,3755000,252,579475,0.000434876396738427,6.519216840330497
NW_026712262.1,11076000,11102000,696,538411,0.0012926927570201946,20.931852675655552
NW_026712334.1,7623000,7650000,313,344239,0.0009092520022426279,7.951087191160132
NW_026712258.1,295000,322000,345,638229,0.0005405583262434017,9.805345922803689
NW_026712115.1,18051000,18078000,292,1124207,0.00025973864243862565,8.082722564225405
NW_026712312.1,1818000,1844000,329,457569,0.0007190172411155476,8.050807426991646
NW_026712155.1,7292000,7318000,264,1101798,0.0002396083492618429,5.6881229187870135
NW_026712250.1,9958000,9985000,343,618504,0.0005545639155122683,8.564022011280445
NW_026712409.1,1486000,1514000,590,1663082,0.00035476302431269174,13.241211790388839
NW_026712249.1,31787000,31814000,279,2422215,0.00011518382967655638,6.382071884953588
