reference_name,start_range,end_range,count,total_count,proportion,z_score
NW_026712363.1,4506000,4534000,56,24275,0.0023069001029866116,9.080895809142566
NW_026712383.1,3780000,3801000,47,16148,0.00291057716125836,9.275934863660792
NW_026712435.1,9037000,9059000,30,20395,0.0014709487619514587,5.083041079458929
NW_026712435.1,10283000,10305000,45,20395,0.002206423142927188,7.945825441480887
NW_026712253.1,914000,944000,78,95503,0.0008167282703161157,5.484544862488139
NW_026712249.1,45553000,45575000,75,23989,0.0031264329484346994,12.991395501248137
NW_026712249.1,29102000,29124000,33,23989,0.0013756304973112678,5.3139785749701876
NW_026712253.1,805000,831000,96,95503,0.0010052040250044501,6.924847940019009
NW_026712409.1,437000,458000,61,15149,0.004026668426958875,8.85048686006424
NW_026712115.1,13863000,13885000,54,22142,0.0024388040827386867,7.4750381083170625
NW_026712296.1,8062000,8084000,47,16148,0.00291057716125836,5.445978769423442
NW_026712299.1,20334000,20357000,32,21397,0.0014955367574893677,5.017180672987205
NW_026712155.1,12094000,12116000,44,7184,0.006124721603563474,6.451551952387613
NW_026712207.1,14540000,14562000,37,9716,0.0038081515026759986,5.803454985726716
NW_026712328.1,4915000,4939000,42,41347,0.0010157931651631315,5.462710911118281
NW_026712304.1,277000,302000,72,26873,0.002679269154913854,7.522854395325306
NW_026712133.1,12456000,12477000,37,20829,0.0017763694848528494,5.1556808317573415
NW_026712299.1,28254000,28276000,44,21397,0.0020563630415478804,7.1852353944905
NW_026712299.1,28910000,28932000,40,21397,0.0018694209468617096,6.462550487322735
NW_026712253.1,848000,872000,103,95503,0.0010785001518276913,7.484965803503237
NW_026712249.1,1124000,1146000,39,23989,0.0016257451331860436,6.410752421581323
NW_026712258.1,5437000,5461000,35,12454,0.0028103420587762967,6.000427080688449
NW_026712299.1,18123000,18145000,33,21397,0.0015422722811609104,5.197851899779146
NW_026712155.1,15896000,15919000,44,7184,0.006124721603563474,6.451551952387613
NW_026712346.1,7651000,7673000,40,22713,0.0017611059745520187,5.665230282472345
NW_026712253.1,727000,765000,77,95503,0.0008062573950556527,5.404528024847535
NW_026712304.1,277000,301000,78,26873,0.0029025415844900087,8.205353258597656
NW_026712383.1,22316000,22338000,37,16148,0.002291305424820411,7.143991608233125
NW_026712299.1,18346000,18367000,41,21397,0.0019161564705332524,6.643221714114676
NW_026712253.1,757000,827000,93,95503,0.0009737913992230611,6.684797427097197
NW_026712253.1,809000,872000,89,95503,0.0009319078981812089,6.364730076534782
NW_026712155.1,178000,201000,42,7184,0.005846325167037862,6.130666787074734
NW_026712346.1,26381000,26403000,74,22713,0.0032580460529212344,11.018911511975901
NW_026712369.1,3127000,3151000,24,9581,0.002504957728838326,6.3252322747827305
