reference_name,start_range,end_range,count,total_count,proportion,z_score
NC_067196.1,4880000,4972000,6,34617,0.00017332524482190832,5.422279300603484
NC_067199.1,42898000,42919000,20,17688,0.0011307100859339666,5.0576774376921225
NC_067195.1,613000,635000,11,28026,0.00039249268536359095,10.412157711394368
NC_067196.1,35975000,35996000,6,34617,0.00017332524482190832,5.422279300603484
NC_067196.1,34173000,34197000,6,34617,0.00017332524482190832,5.422279300603484
NC_067196.1,40369000,40414000,7,34617,0.0002022127856255597,6.5994407095374354
NC_067196.1,182000,231000,14,34617,0.0004044255712511194,14.839570572075095
NC_067199.1,41136000,41158000,72,17688,0.004070556309362279,19.251646263153198
NC_067200.1,21253000,21276000,14,10669,0.00131221295341644,5.638617337175744
NC_067196.1,124000,231000,8,34617,0.0002311003264292111,7.776602118471386
NC_067196.1,356000,433000,12,34617,0.00034665048964381665,12.485247754207192
NC_067196.1,37359000,37381000,9,34617,0.00025998786723286244,8.953763527405338
NC_067196.1,196000,219000,6,34617,0.00017332524482190832,5.422279300603484
NC_067195.1,47414000,47437000,8,28026,0.00028544922571897526,7.16738801688648
NC_067196.1,40392000,40498000,7,34617,0.0002022127856255597,6.5994407095374354
NC_067196.1,27203000,27227000,9,34617,0.00025998786723286244,8.953763527405338
NC_067195.1,75214000,75258000,6,28026,0.00021408691928923143,5.004208220547888
NC_067196.1,92103000,92161000,9,34617,0.00025998786723286244,8.953763527405338
NC_067196.1,413000,435000,13,34617,0.00037553803044746803,13.662409163141144
NC_067200.1,9866000,9891000,25,10669,0.002343237416815072,10.632423724913233
NC_067200.1,21335000,21424000,24,10669,0.0022495079201424687,10.178441326028008
NC_067196.1,92290000,92311000,9,34617,0.00025998786723286244,8.953763527405338
NC_067195.1,50815000,50838000,8,28026,0.00028544922571897526,7.16738801688648
NC_067196.1,33932000,33956000,11,34617,0.00031776294884016526,11.30808634527324
NC_067195.1,75635000,75657000,10,28026,0.00035681153214871903,9.330567813225072
NC_067195.1,6630000,6651000,6,28026,0.00021408691928923143,5.004208220547888
NC_067196.1,38954000,38994000,10,34617,0.0002888754080365138,10.130924936339289
NC_067195.1,2336000,2359000,9,28026,0.0003211303789338471,8.248977915055775
NC_067197.1,46713000,46775000,28,18609,0.001504648288462572,5.388767122089846
NC_067196.1,182000,240000,11,34617,0.00031776294884016526,11.30808634527324
NC_067199.1,14548000,14569000,30,17688,0.0016960651289009499,7.787286827203868
NC_067198.1,43862000,43883000,19,18066,0.0010516993246983282,5.8071287674115215
NC_067195.1,10562000,10583000,8,28026,0.00028544922571897526,7.16738801688648
NC_067195.1,75636000,75658000,7,28026,0.00024976807250410335,6.085798118717183
NC_067196.1,92325000,92354000,8,34617,0.0002311003264292111,7.776602118471386
NC_067196.1,34938000,34959000,18,34617,0.0005199757344657249,19.5482162078109
NC_067196.1,37751000,37773000,10,34617,0.0002888754080365138,10.130924936339289
NC_067196.1,665000,689000,6,34617,0.00017332524482190832,5.422279300603484
NC_067195.1,684000,715000,19,28026,0.0006779419110825662,19.064876896748736
NC_067197.1,5736000,5758000,532,18609,0.028588317480788866,107.73578573329132
NC_067195.1,16023000,16067000,22,28026,0.0007849853707271819,22.309646591256623
